crop,area_ha,rainfall,temp_mean,humidity,soil_ph,nitrogen,phosphorus,potassium,ndvi_mean,ndwi_mean,ndmi_mean,yield_prediction,disease_probability,historical_loss,risk_score
wheat,4.827,787.26,19.97,40.15,7.59,242.64,23.8,258.62,0.7969,0.1424,0.3786,5.416,0.0199,0.1184,18.79
wheat,2.979,376.27,28.83,59.84,7.53,233.56,7.04,193.45,0.7161,-0.1757,0.056,4.787,0.1513,0.0,27.14
chickpea,4.654,634.92,19.27,65.76,6.83,294.42,47.51,183.87,0.8663,0.1169,0.352,3.0,0.0793,0.0562,17.16
chickpea,7.204,678.61,26.48,53.92,7.83,155.14,25.68,157.04,0.6958,0.06,0.3808,3.311,0.1778,0.2312,44.2
rice,0.68,650.38,24.87,78.7,5.99,133.33,17.56,191.05,0.6984,-0.0672,0.2641,6.007,0.2494,0.2939,44.68
rice,2.853,589.92,23.04,72.69,6.28,274.01,20.82,221.53,0.6701,0.075,0.3933,6.061,0.2666,0.0843,22.58
rice,9.634,809.31,30.24,46.4,7.07,349.29,22.3,138.78,0.7252,-0.2781,0.2715,6.464,0.073,0.0888,28.31
soybean,6.511,796.47,29.24,87.93,7.15,268.82,19.08,130.24,0.6642,-0.1727,0.2328,3.865,0.3899,0.3772,57.08
soybean,3.467,693.54,26.19,57.85,7.01,139.18,33.87,103.39,0.6933,-0.0736,0.2301,3.872,0.158,0.1837,31.83
rice,6.167,610.63,27.43,39.49,6.16,361.41,19.17,248.37,0.7947,-0.1164,0.2863,5.75,0.0508,0.188,31.31
soybean,1.685,978.68,31.91,71.39,6.83,230.3,14.02,166.93,0.5807,-0.2389,0.0653,2.504,0.4014,0.2777,70.28
cotton,7.927,913.4,36.84,85.75,7.27,131.56,19.59,200.36,0.6304,-0.288,0.039,1.78,0.4068,0.3325,78.27
maize,1.746,602.82,23.91,98.0,7.25,236.95,13.95,245.67,0.743,0.1399,0.3046,6.667,0.1888,0.0435,25.27
wheat,8.373,423.39,30.21,59.33,6.74,402.88,18.72,243.91,0.823,-0.111,0.3089,4.958,0.1456,0.1944,29.63
wheat,7.97,846.69,27.61,68.39,7.87,214.43,34.4,57.86,0.7684,-0.0521,0.2343,5.07,0.0928,0.0764,34.6
cotton,7.441,718.57,25.08,76.51,7.3,286.62,22.14,222.85,0.7979,0.0539,0.1516,2.939,0.1009,0.261,18.47
soybean,5.22,640.12,23.77,61.82,7.29,209.17,37.75,172.34,0.7722,0.0052,0.487,3.438,0.1404,0.0442,24.74
cotton,3.95,847.13,32.54,60.41,6.12,213.74,28.43,129.0,0.7336,-0.3369,0.3008,2.703,0.1746,0.1805,30.1
maize,3.806,775.2,30.18,71.32,6.83,351.04,37.3,117.31,0.7838,-0.0758,0.3801,6.014,0.244,0.2315,24.44
wheat,8.336,731.96,21.78,58.77,5.87,128.6,27.29,124.32,0.7593,0.0828,0.395,5.509,0.0853,0.1372,34.08
soybean,4.063,917.08,26.07,59.25,6.47,171.75,22.5,268.9,0.8852,-0.0436,0.3467,3.854,0.0896,0.0695,20.41
chickpea,7.295,731.1,24.73,70.23,6.25,294.1,28.51,204.07,0.618,0.0774,0.4748,2.664,0.2973,0.2457,57.91
rice,1.301,378.08,23.68,40.66,7.8,212.04,18.94,255.9,0.7154,0.1555,0.3304,6.009,0.0584,0.0772,26.25
maize,5.014,382.48,36.8,76.02,5.87,256.89,24.15,117.47,0.5634,-0.3735,0.1702,3.587,0.3688,0.3131,92.96
cotton,3.9,803.29,27.9,49.29,7.74,291.45,26.9,156.25,0.7094,-0.1812,0.2987,2.305,0.202,0.0835,40.67
cotton,6.346,688.54,20.95,70.9,6.47,211.47,23.54,255.47,0.791,0.0251,0.3923,2.349,0.083,0.0929,23.18
cotton,3.885,1050.88,23.81,39.06,5.75,249.94,7.52,224.15,0.785,0.1703,0.2415,2.221,0.0443,0.0407,27.0
chickpea,2.509,683.93,32.4,76.43,7.66,296.72,21.58,155.47,0.6923,-0.2538,0.185,2.636,0.39,0.1809,68.98
maize,6.596,352.03,29.68,72.77,7.43,233.76,13.38,118.17,0.6672,-0.2608,0.2579,5.789,0.1914,0.1926,52.77
maize,3.643,442.37,18.49,69.67,5.95,239.17,28.01,202.43,0.8177,0.2279,0.2863,6.284,0.0818,0.0739,24.88
cotton,1.136,814.58,24.3,82.12,6.24,230.66,17.02,176.22,0.6229,0.237,0.5891,2.868,0.3714,0.2323,59.9
soybean,4.939,651.18,29.27,66.11,8.04,355.85,14.37,132.89,0.7161,-0.2545,0.1395,3.858,0.0919,0.1901,34.73
wheat,1.963,960.5,34.89,61.5,7.28,273.44,39.74,219.75,0.5851,-0.2637,0.2117,3.309,0.2962,0.3136,69.19
chickpea,4.473,857.68,32.37,68.79,7.24,327.87,20.62,181.17,0.8031,-0.1355,0.1631,2.644,0.0726,0.2097,41.53
wheat,0.724,643.82,31.49,69.2,6.34,166.1,19.31,202.65,0.7506,-0.3005,0.1199,4.693,0.1156,0.2666,43.3
cotton,7.136,876.28,26.15,63.23,7.84,307.24,34.15,203.12,0.7189,-0.0259,0.3322,1.982,0.1119,0.1721,33.93
chickpea,0.546,492.57,30.24,75.7,6.69,327.16,29.35,166.74,0.8023,-0.2168,0.2785,2.89,0.3412,0.0712,32.7
rice,5.73,610.12,33.5,67.77,6.05,204.61,28.17,199.57,0.6167,-0.3349,0.1859,3.905,0.2476,0.4149,82.44
rice,1.996,745.52,26.68,80.93,5.71,315.29,33.17,178.19,0.5854,-0.2694,0.323,5.852,0.2525,0.2142,51.44
cotton,3.259,727.68,31.84,40.91,7.21,261.91,18.43,236.17,0.6467,-0.2306,0.08,2.279,0.0878,0.2288,48.03
cotton,4.312,729.15,28.93,59.56,6.73,187.67,25.35,60.08,0.7425,-0.3043,0.103,2.153,0.1321,0.0964,22.23
wheat,1.887,575.44,26.36,55.43,6.02,149.11,14.11,261.6,0.7402,0.0006,0.1091,4.913,0.0993,0.1391,31.4
wheat,4.116,509.19,27.34,71.91,6.44,99.05,21.24,142.11,0.5833,-0.2384,0.168,4.916,0.1766,0.1012,47.6
wheat,1.654,237.22,25.89,84.32,6.07,90.57,24.7,175.21,0.6725,0.0194,0.3423,4.904,0.4156,0.1448,51.43
rice,5.257,898.37,35.57,83.79,6.36,264.7,32.31,177.91,0.7896,-0.2914,0.1829,3.898,0.3626,0.3346,73.04
soybean,1.811,844.22,17.13,70.51,6.0,69.8,23.82,251.7,0.7583,0.203,0.3414,4.095,0.0746,0.1332,23.41
chickpea,5.131,722.09,19.5,61.27,7.15,108.84,24.24,160.38,0.6841,0.17,0.4195,3.163,0.1156,0.1137,26.04
rice,9.818,957.86,30.12,63.94,6.55,153.52,26.58,80.06,0.616,-0.1434,0.2648,4.791,0.2123,0.1298,37.11
soybean,4.778,494.87,26.3,55.89,6.39,250.79,32.48,222.71,0.7912,-0.1562,0.3214,3.929,0.1132,0.138,18.11
maize,4.675,701.73,28.13,98.0,5.67,307.88,18.51,83.79,0.7173,-0.2001,0.2167,6.37,0.3651,0.2891,57.52
soybean,5.862,719.33,25.27,57.05,6.79,267.97,24.02,89.61,0.5988,-0.0308,0.2851,3.9,0.1421,0.007,32.49
cotton,4.19,471.37,24.7,52.18,7.82,353.58,14.75,181.94,0.5821,-0.0438,0.222,2.449,0.0546,0.05,34.85
rice,9.805,549.64,25.33,86.46,6.41,218.55,5.28,167.06,0.5492,-0.1534,0.1746,5.734,0.264,0.0622,49.39
maize,4.544,611.39,23.64,38.54,6.89,243.08,28.82,167.98,0.6028,-0.0455,0.2328,5.874,0.0522,0.126,26.22
rice,5.035,556.44,25.57,77.47,5.99,306.07,24.58,160.45,0.6741,0.1743,0.3025,5.996,0.2598,0.0,28.5
cotton,3.437,368.26,23.85,55.91,5.62,98.46,28.55,135.77,0.7102,-0.0009,0.175,2.537,0.0672,0.1086,43.4
rice,7.784,604.07,20.42,74.9,7.22,282.2,36.91,61.72,0.6603,0.1375,0.242,5.907,0.1225,0.1282,30.06
cotton,4.854,893.58,30.47,46.59,6.37,340.78,25.42,197.64,0.7087,-0.1101,0.249,2.89,0.1981,0.1813,41.29
soybean,6.66,804.76,22.63,55.35,5.07,257.29,40.13,181.62,0.6449,-0.0315,0.2176,3.564,0.0928,0.149,41.46
cotton,1.566,556.15,26.44,76.29,6.01,243.03,18.73,152.5,0.7145,-0.1729,0.2147,2.799,0.0799,0.0753,30.18
cotton,3.645,867.08,17.65,41.98,7.07,251.05,20.76,211.67,0.6589,0.2049,0.3437,2.334,0.0182,0.1317,19.86
cotton,1.571,150.0,25.7,46.4,6.35,243.76,17.75,135.98,0.6855,-0.1275,0.182,2.393,0.078,0.1642,32.49
maize,5.008,845.92,25.97,74.09,6.91,376.82,34.49,189.62,0.7963,0.0345,0.1787,6.789,0.2641,0.1641,26.85
maize,8.2,698.86,27.24,58.27,5.15,235.3,25.57,198.43,0.5529,-0.1662,0.1782,6.275,0.1144,0.2071,61.2
cotton,6.128,443.76,26.92,73.72,6.58,329.09,31.22,219.98,0.7819,-0.0878,0.4194,2.359,0.4088,0.1469,42.32
rice,1.672,654.65,30.07,63.98,6.42,328.08,28.14,170.74,0.6884,-0.1854,0.125,6.002,0.2837,0.2159,37.29
soybean,7.146,790.93,26.63,64.51,5.71,232.52,16.31,278.76,0.8096,-0.0751,0.2555,4.05,0.1267,0.155,32.17
chickpea,2.11,610.69,30.23,71.85,5.92,153.54,16.52,155.87,0.5701,-0.2215,0.0855,2.934,0.3527,0.0562,52.94
wheat,5.989,198.16,23.81,57.83,7.31,132.74,36.15,105.3,0.7906,0.0143,0.454,4.979,0.0293,0.1116,28.85
rice,5.987,561.12,25.6,49.91,6.79,254.03,28.55,140.01,0.7386,0.1004,0.3659,5.904,0.0666,0.0857,22.23
maize,0.713,711.16,31.58,97.47,6.67,130.43,26.0,160.07,0.7998,-0.2571,0.2483,6.154,0.3528,0.2479,33.46
soybean,1.602,364.13,28.16,58.68,7.1,288.88,17.65,117.35,0.7292,-0.1824,0.3687,4.035,0.1121,0.1124,22.54
maize,2.079,751.3,33.21,62.26,6.46,187.99,29.89,150.67,0.6625,-0.276,0.1828,5.804,0.1478,0.1712,44.48
chickpea,5.166,462.44,24.79,69.1,5.38,228.66,34.55,145.98,0.6111,-0.23,0.2443,2.932,0.1728,0.1813,49.27
chickpea,2.243,440.23,23.31,72.93,5.37,358.06,15.52,212.43,0.7328,0.0507,0.3829,3.059,0.2261,0.2014,46.77
rice,6.764,340.41,28.19,47.6,5.56,202.59,31.06,163.01,0.7332,0.0168,0.3543,5.604,0.1116,0.2579,41.51
wheat,9.487,917.45,32.62,73.25,6.23,294.8,17.62,291.21,0.7867,-0.1963,0.2632,4.507,0.3218,0.1468,40.29
rice,6.294,902.41,23.16,57.21,5.44,362.3,27.07,174.39,0.782,0.039,0.2432,5.981,0.0467,0.0052,23.85
wheat,9.299,830.06,25.18,79.03,6.83,220.3,19.27,211.07,0.5593,-0.0968,0.1328,5.049,0.1499,0.0897,34.2
soybean,8.382,580.79,24.38,57.38,6.48,182.26,20.72,237.47,0.8768,0.014,0.3144,4.026,0.0954,0.1661,25.78
maize,2.615,724.18,24.19,66.11,6.94,249.3,54.14,220.18,0.8651,0.1827,0.4487,6.235,0.1627,0.077,23.97
cotton,9.097,783.97,34.07,76.79,6.84,297.88,36.68,269.05,0.5464,-0.4633,0.0568,2.124,0.3048,0.289,67.3
soybean,8.874,579.72,23.45,74.84,7.16,355.1,21.81,191.31,0.7139,0.0172,0.0783,4.179,0.2617,0.1045,16.75
soybean,5.448,806.98,27.55,61.59,8.15,212.38,37.39,185.36,0.6865,-0.1398,0.3634,3.923,0.1474,0.1079,43.6
wheat,3.533,1086.68,32.4,49.99,7.52,179.28,17.3,141.5,0.6378,-0.3729,0.14,4.77,0.0413,0.1574,44.52
maize,5.912,856.4,31.18,84.07,7.91,266.29,8.75,130.45,0.5973,-0.2198,0.2716,5.782,0.2943,0.2243,70.0
wheat,6.261,375.65,30.64,68.22,6.89,186.27,41.87,145.29,0.7898,-0.1563,0.2302,4.662,0.107,0.1681,32.29
rice,3.336,837.39,30.2,68.69,5.97,123.94,13.22,159.08,0.6176,-0.2287,0.2985,5.68,0.122,0.1467,54.67
chickpea,9.955,872.79,29.55,61.54,6.92,234.51,25.21,202.89,0.5585,-0.2392,0.1976,2.398,0.2233,0.3106,64.47
chickpea,8.281,440.59,19.63,70.05,5.97,280.1,28.24,152.12,0.7499,0.069,0.2798,3.142,0.0923,0.1669,26.3
wheat,2.6,809.17,26.27,92.02,6.83,222.83,25.81,160.19,0.6797,-0.0191,0.2996,5.75,0.298,0.0973,35.22
maize,7.143,1105.07,23.83,79.81,5.82,180.62,34.91,162.53,0.6381,-0.0428,0.3481,6.333,0.1996,0.1575,43.48
cotton,7.586,526.91,25.31,64.05,4.8,291.84,13.66,188.9,0.6715,-0.0605,0.1725,2.64,0.1673,0.1434,46.77
soybean,7.703,178.91,20.47,59.49,7.11,277.37,44.78,98.82,0.7057,-0.0306,0.3937,3.202,0.1703,0.0635,29.29
rice,3.872,532.28,27.78,57.19,7.32,272.13,30.63,112.3,0.9024,-0.135,0.2797,6.102,0.0318,0.0,25.22
chickpea,7.763,766.66,19.72,81.25,7.48,332.13,33.79,220.07,0.8123,-0.0063,0.2726,3.446,0.1445,0.1271,21.84
soybean,5.026,860.43,31.77,78.99,6.23,214.88,19.87,201.85,0.6258,-0.2489,0.237,3.24,0.269,0.3282,57.56
rice,2.197,578.81,23.09,95.99,5.84,245.49,5.0,225.71,0.7913,0.0068,0.35,5.881,0.254,0.1986,38.79
maize,8.11,168.26,24.38,62.27,6.95,188.52,27.51,257.77,0.7812,-0.1199,0.2972,5.939,0.0793,0.0872,17.99
chickpea,8.984,709.5,22.81,66.65,6.12,274.26,19.28,141.03,0.9197,0.1399,0.3851,3.155,0.0984,0.1508,21.06
chickpea,2.302,509.87,26.26,77.17,7.48,214.87,19.61,212.71,0.659,-0.053,0.1743,3.007,0.1383,0.2182,30.96
maize,7.622,576.14,36.65,67.31,5.87,238.86,28.51,219.41,0.6554,-0.2747,0.2552,4.245,0.4766,0.3775,94.7
rice,6.302,1097.09,25.48,45.63,6.67,241.83,24.22,50.0,0.5809,0.0707,0.2748,5.596,0.0706,0.0942,34.62
cotton,7.915,767.89,23.72,78.01,6.13,303.73,26.2,144.72,0.6759,0.0277,0.1818,2.74,0.1765,0.1607,30.26
soybean,6.828,593.27,31.31,58.0,7.01,164.21,20.46,305.44,0.814,-0.1281,0.2967,3.555,0.0997,0.2299,33.64
cotton,1.68,637.31,18.0,57.1,6.94,223.01,13.52,158.01,0.75,0.0898,0.3852,2.496,0.0268,0.0783,24.42
rice,4.98,396.72,28.47,57.49,6.5,450.0,28.31,152.2,0.6754,-0.0967,0.0876,5.133,0.1174,0.0929,30.61
maize,7.94,843.9,26.92,60.67,6.86,272.3,25.28,227.97,0.6662,-0.0876,0.3015,6.673,0.2038,0.1802,27.35
chickpea,2.252,710.29,25.7,43.18,7.1,259.75,21.06,131.12,0.7216,-0.0756,0.2664,2.782,0.0563,0.06,32.08
soybean,3.475,602.47,26.88,70.08,5.39,97.56,26.52,133.64,0.7786,-0.0669,0.2131,4.061,0.0908,0.1957,50.76
rice,2.175,767.02,24.32,46.58,5.91,127.74,15.2,86.71,0.6306,-0.1965,0.1811,5.81,0.0993,0.2471,51.08
maize,3.059,939.88,32.5,52.78,6.15,182.43,21.71,138.28,0.4811,-0.3386,0.3637,3.972,0.2325,0.3403,89.96
maize,1.93,623.29,34.68,64.16,6.67,291.73,30.41,127.95,0.6782,-0.3168,0.0945,5.099,0.336,0.2175,62.22
soybean,0.645,735.99,31.55,52.61,6.6,250.92,20.15,214.31,0.6379,-0.1629,0.1567,4.077,0.0508,0.0495,24.87
wheat,2.935,755.46,25.65,58.56,6.47,253.98,33.53,112.55,0.6029,-0.1307,0.2289,5.018,0.1229,0.2041,35.94
soybean,8.945,496.4,26.93,83.82,7.86,250.77,27.29,203.34,0.6038,-0.179,0.2709,3.811,0.2651,0.0409,49.61
cotton,3.302,781.85,24.05,62.41,6.86,154.23,33.51,235.99,0.6335,0.0122,0.2366,2.383,0.0988,0.1194,22.79
maize,0.556,671.33,27.34,76.2,6.03,305.92,11.7,179.6,0.7849,0.0746,0.1872,6.462,0.1723,0.2462,27.28
chickpea,5.258,468.93,22.21,63.62,6.93,319.11,32.5,78.21,0.7762,0.0394,0.333,3.33,0.0809,0.2427,29.9
cotton,3.111,824.05,34.08,82.14,7.21,191.6,28.76,279.46,0.6638,-0.2038,0.3005,2.275,0.4746,0.3059,69.81
rice,6.244,673.15,23.4,59.23,6.69,288.02,36.12,197.43,0.6933,-0.0087,0.2408,6.447,0.0996,0.0885,18.18
chickpea,5.544,844.33,24.09,62.11,8.1,132.82,27.83,137.69,0.7953,0.0142,0.2926,2.79,0.0717,0.0501,38.89
rice,2.24,621.26,17.68,57.7,6.33,210.51,31.2,64.94,0.8451,0.2186,0.3622,5.718,0.0529,0.2788,32.86
cotton,5.638,808.58,35.53,61.5,5.72,309.47,25.92,131.09,0.7033,-0.3756,0.0882,1.987,0.2702,0.4095,75.66
cotton,2.769,838.55,22.33,71.11,5.72,224.4,23.69,198.34,0.7304,-0.0114,0.1889,2.705,0.0597,0.0391,29.87
soybean,7.801,349.93,17.74,64.19,7.49,115.32,18.54,186.95,0.7453,0.284,0.5465,3.414,0.1576,0.2295,36.1
soybean,6.371,595.8,22.2,62.53,6.66,287.63,18.53,190.14,0.7432,-0.0621,0.2497,3.879,0.0901,0.0443,20.17
chickpea,3.023,790.79,27.57,61.24,7.13,189.83,36.66,142.68,0.5614,-0.0533,0.2098,2.563,0.1391,0.2363,52.57
cotton,1.128,803.03,35.78,82.04,7.31,186.84,7.87,171.99,0.5188,-0.3092,0.1399,1.709,0.5696,0.2275,84.3
chickpea,6.44,828.87,27.25,61.91,6.78,193.04,23.58,173.17,0.6701,-0.2185,0.2975,3.106,0.1596,0.1698,32.36
soybean,4.47,707.01,33.72,58.38,6.08,215.58,16.63,219.29,0.7538,-0.3854,0.1167,2.721,0.2141,0.2449,63.78
wheat,5.426,985.11,25.95,77.25,6.6,181.97,12.72,181.33,0.7564,0.1536,0.4109,5.084,0.3444,0.1127,33.67
chickpea,8.748,618.42,22.56,68.26,7.54,337.77,24.83,157.57,0.8588,-0.0091,0.1553,3.207,0.0796,0.0456,16.13
rice,2.711,1322.75,19.08,50.26,6.86,187.11,37.75,50.0,0.5878,0.1049,0.3121,5.139,0.0454,0.2869,38.88
cotton,1.5,589.75,21.02,72.89,5.78,291.92,17.31,170.15,0.7046,0.1393,0.3022,2.215,0.1476,0.2056,36.64
rice,1.374,775.41,32.1,55.12,6.23,230.36,36.02,183.03,0.7061,-0.2958,0.0658,5.594,0.1575,0.1767,51.82
cotton,2.746,927.85,29.61,59.57,6.78,309.32,25.35,192.31,0.7674,-0.3424,0.1395,2.642,0.0752,0.0184,19.31
wheat,3.105,571.55,28.7,71.95,6.82,416.66,30.18,156.42,0.7055,-0.0459,0.2554,5.326,0.1799,0.0604,29.31
chickpea,3.895,271.51,25.02,69.72,6.67,390.83,14.6,105.01,0.7059,-0.0854,0.202,2.562,0.0851,0.156,20.52
wheat,2.204,655.2,22.28,73.77,7.65,184.66,14.32,156.47,0.6888,0.0542,0.2781,5.236,0.1339,0.1057,35.68
rice,1.582,479.39,25.65,51.17,8.01,235.69,27.29,147.87,0.6801,-0.1235,0.2681,6.229,0.0524,0.2438,47.57
maize,0.713,1030.93,19.53,80.4,7.54,276.52,27.21,178.95,0.815,0.0824,0.3458,5.736,0.0778,0.0,20.5
rice,1.016,763.29,24.55,65.14,6.41,205.15,39.79,141.38,0.5678,0.094,0.2867,6.006,0.1706,0.0926,38.0
chickpea,7.165,414.87,31.49,63.99,6.44,333.8,25.54,166.92,0.6915,-0.2947,0.1036,2.679,0.0837,0.241,45.61
maize,8.026,767.68,20.64,60.19,6.69,160.84,14.85,161.91,0.7476,0.0222,0.3376,6.307,0.063,0.1677,25.91
rice,7.668,614.85,28.42,75.99,7.84,197.1,17.09,156.4,0.6,-0.225,0.2353,5.833,0.2876,0.3023,64.94
wheat,6.6,572.05,27.47,56.67,5.9,250.63,16.7,148.24,0.5291,-0.0252,0.3763,5.132,0.4266,0.2606,64.73
maize,9.791,741.08,28.59,58.21,6.49,273.13,25.38,50.0,0.7811,-0.2244,0.1875,6.41,0.1464,0.0,25.5
rice,5.693,395.68,26.49,86.63,5.93,171.72,29.23,212.74,0.7556,-0.2299,0.2006,6.024,0.1176,0.1447,29.62
cotton,6.558,358.44,26.22,90.89,6.69,89.62,30.17,148.3,0.4938,-0.1809,0.3597,2.352,0.3651,0.187,53.12
rice,8.214,942.32,24.84,68.04,6.43,342.91,28.66,107.77,0.7337,-0.0915,0.2234,5.662,0.0928,0.0808,21.88
chickpea,2.647,716.84,30.35,54.86,6.99,239.02,16.07,291.8,0.7553,-0.0594,0.2145,2.682,0.1124,0.2396,31.89
maize,5.306,410.79,34.34,70.35,7.89,227.8,18.65,137.9,0.5599,-0.2949,0.1792,3.692,0.3581,0.3482,92.19
rice,7.843,1078.22,30.58,52.52,7.24,284.69,12.62,50.0,0.5926,-0.2069,0.2984,4.799,0.079,0.1303,57.88
maize,3.954,818.13,27.63,64.01,6.08,150.28,38.93,222.17,0.8014,-0.0142,0.2568,6.655,0.0641,0.1487,24.98
maize,9.43,953.9,19.1,62.69,6.7,357.33,19.71,186.9,0.9311,0.0744,0.4613,6.546,0.0428,0.0125,12.89
maize,8.253,808.5,25.32,51.86,7.25,293.24,29.45,183.68,0.7153,-0.1008,0.2718,6.532,0.1471,0.0448,23.52
rice,0.943,330.82,34.06,66.21,7.22,426.81,12.84,185.28,0.5329,-0.4123,0.0659,4.651,0.178,0.2272,61.51
chickpea,9.903,850.51,32.04,34.31,6.2,117.05,16.69,160.67,0.6188,-0.248,0.2562,3.28,0.1443,0.1665,60.53
maize,9.663,425.08,21.17,64.31,6.47,188.86,24.35,118.61,0.7487,-0.0195,0.3768,6.129,0.0435,0.0697,23.07
cotton,1.029,150.0,29.68,93.66,6.52,282.53,26.35,225.89,0.7879,-0.0002,0.169,2.328,0.2545,0.261,31.87
chickpea,5.781,1085.41,29.71,76.87,6.81,264.19,35.82,76.49,0.7523,-0.2032,0.2677,2.788,0.1366,0.2162,26.6
wheat,4.021,657.91,29.8,74.09,6.49,185.87,23.61,288.4,0.8576,-0.2677,0.2318,5.449,0.1556,0.3172,48.7
chickpea,3.475,438.83,29.16,74.2,5.72,297.01,18.17,156.25,0.5415,-0.2276,0.0684,2.769,0.2494,0.3353,57.11
maize,9.148,644.56,25.17,60.34,6.23,298.94,27.38,210.84,0.7772,-0.06,0.2434,6.209,0.0677,0.0134,23.39
soybean,2.447,536.15,26.85,84.25,6.81,238.22,17.61,167.99,0.6479,-0.085,0.1647,3.485,0.2667,0.123,40.67
cotton,3.177,492.12,25.4,73.44,6.91,205.5,25.71,202.88,0.6715,-0.092,0.2892,2.636,0.1102,0.1065,30.39
rice,6.901,802.69,34.22,44.3,7.07,230.47,5.0,140.04,0.6302,-0.3191,0.1062,4.447,0.208,0.3256,73.35
wheat,0.65,603.61,29.43,84.71,6.98,243.35,22.77,123.5,0.7426,-0.2493,0.2546,5.421,0.2061,0.19,29.38
cotton,5.389,689.72,25.5,63.07,6.66,236.19,41.52,181.42,0.8606,-0.1431,0.1904,2.554,0.0358,0.1643,21.48
rice,3.244,567.09,27.04,86.35,5.65,139.8,35.25,98.66,0.7409,-0.1196,0.254,5.839,0.2229,0.0751,39.19
wheat,8.13,908.4,29.01,78.48,5.4,166.26,34.06,218.01,0.7512,-0.2269,0.2226,5.143,0.0786,0.0913,30.86
cotton,8.428,1048.15,29.78,84.95,6.25,333.3,26.7,187.94,0.851,-0.1056,0.3841,2.237,0.3566,0.2365,49.7
rice,6.445,665.96,31.41,68.94,7.45,256.77,29.74,246.76,0.7027,-0.2717,0.2274,5.474,0.2416,0.3093,59.42
maize,1.972,710.55,29.86,90.24,6.72,243.05,21.94,220.38,0.6632,-0.2401,0.3309,6.504,0.3433,0.166,32.86
chickpea,1.81,759.49,23.59,62.25,6.93,259.27,31.26,104.91,0.6139,-0.123,0.2192,2.853,0.1081,0.1104,30.24
cotton,1.392,1020.06,26.09,63.5,7.2,212.86,17.49,163.3,0.7513,-0.1787,0.264,2.632,0.1371,0.106,28.82
maize,6.931,866.18,18.96,75.11,5.33,293.0,5.0,220.4,0.8294,0.0871,0.2946,6.596,0.1368,0.0529,37.41
wheat,6.534,755.64,27.14,62.11,7.3,165.21,22.02,131.25,0.6202,-0.0668,0.2998,4.911,0.2021,0.2214,54.89
rice,4.875,647.7,22.56,71.94,5.95,279.45,37.01,160.01,0.8317,0.1608,0.4059,6.02,0.0968,0.1092,26.65
wheat,8.059,384.96,36.3,55.69,6.66,246.11,44.04,217.23,0.6253,-0.4417,0.2018,3.772,0.3589,0.3294,64.1
rice,0.573,658.12,26.34,55.41,7.02,239.94,45.24,84.02,0.6101,-0.205,0.1899,6.624,0.058,0.0704,33.76
rice,0.963,442.51,24.1,58.25,6.85,237.72,35.33,165.67,0.7112,-0.06,0.3514,6.081,0.0541,0.1226,25.24
soybean,6.615,922.54,24.92,49.01,7.63,185.12,5.0,89.08,0.6481,0.0144,0.1362,3.852,0.0865,0.0672,50.69
cotton,9.774,341.57,26.43,63.75,6.08,329.81,18.29,139.74,0.6079,-0.1846,0.2568,2.179,0.1752,0.1225,43.19
chickpea,8.25,474.72,28.09,48.08,6.72,314.62,19.39,101.08,0.6787,-0.2759,0.0691,2.759,0.0498,0.1805,36.24
maize,4.956,357.64,30.7,53.53,5.82,381.31,19.05,218.95,0.9047,-0.1137,0.2249,5.085,0.0985,0.1204,45.17
soybean,1.746,1057.6,23.54,62.83,5.96,264.91,30.81,193.33,0.5467,0.0296,0.2878,3.081,0.106,0.0756,42.92
rice,4.656,615.68,31.31,59.42,7.16,280.2,21.33,220.72,0.658,-0.2568,0.2388,5.529,0.1852,0.1503,41.81
rice,6.103,1061.38,29.95,76.04,6.43,260.86,10.09,248.79,0.6516,-0.197,0.3285,5.476,0.224,0.1782,43.03
wheat,5.036,817.68,30.32,75.87,7.55,143.64,29.47,268.97,0.7098,-0.3601,0.2677,4.958,0.3413,0.2908,46.4
maize,5.173,723.56,28.67,55.86,5.23,229.13,5.0,310.97,0.7448,0.0093,0.1019,6.18,0.0717,0.244,36.43
maize,0.531,810.83,33.72,80.86,6.47,341.29,21.49,217.22,0.6484,-0.2241,0.1937,5.067,0.2528,0.3101,71.23
maize,6.543,528.21,27.77,76.55,6.88,306.77,20.23,194.83,0.7253,-0.1731,0.2807,6.443,0.1394,0.1246,25.51
soybean,7.076,724.97,23.71,59.33,5.79,304.28,33.53,146.37,0.7222,-0.0862,0.1778,3.596,0.0864,0.0268,23.12
soybean,2.151,814.08,26.15,59.64,7.14,267.96,15.22,152.31,0.6169,-0.3141,0.3194,3.836,0.0821,0.2125,38.45
rice,2.663,774.68,32.62,64.93,7.18,218.41,24.53,350.0,0.6829,-0.2366,0.4171,5.922,0.1759,0.3229,42.47
cotton,2.469,466.34,24.65,71.69,7.97,311.56,15.09,151.36,0.7231,-0.0325,0.3214,2.762,0.1363,0.1063,38.04
maize,7.936,652.69,31.87,72.6,7.01,153.25,5.0,250.15,0.7807,-0.2892,0.212,6.302,0.21,0.1578,32.27
cotton,9.139,291.16,25.12,31.17,5.9,228.39,22.14,149.13,0.7398,-0.1232,0.0966,2.166,0.0195,0.0543,26.69
rice,9.623,724.86,29.95,48.88,6.38,350.22,21.35,255.97,0.749,-0.2746,0.2529,5.868,0.0782,0.0771,15.0
