crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
maize,3.958,545.94,9.52,432.31,29.95,38.1,19.53,91.49,12.62,7.32,243.2,9.16,136.67,0.389,0.6887,0.5138,0.789,0.0772,-0.1744,-0.3225,-0.0065,0.1341,0.0752,0.2206,4,7.78,3.1,0.0,0.4182,0.1431,4.101,61.28
wheat,4.216,638.96,39.22,627.33,25.54,33.9,16.27,63.77,17.21,5.27,178.02,25.08,188.08,0.814,0.6674,0.4272,0.7821,0.1333,-0.0879,-0.2852,-0.0001,0.3464,0.1818,0.4368,2,0.31,0.0,0.0,0.0987,0.1101,4.341,44.19
cotton,0.518,826.72,3.66,763.15,22.55,30.23,13.11,61.05,9.89,5.3,312.36,30.97,154.82,1.024,0.6626,0.4862,0.7571,0.113,-0.0192,-0.0725,0.1595,0.1998,0.0775,0.2746,5,8.19,0.0,0.0,0.0681,0.1768,0.832,33.73
wheat,4.44,445.19,39.92,518.46,22.32,28.08,17.5,53.24,17.93,6.53,147.14,29.06,350.0,0.59,0.726,0.5181,0.8443,0.0746,0.0966,0.0202,0.2055,0.3507,0.2633,0.4651,1,3.72,0.0,0.0,0.0903,0.0273,4.385,12.46
maize,1.622,502.17,41.18,432.92,23.06,31.89,13.7,62.27,15.72,5.88,282.69,25.68,135.22,0.667,0.652,0.4322,0.7553,0.0468,-0.1342,-0.2103,-0.0042,0.3305,0.1803,0.3806,4,17.54,0.0,0.0,0.0481,0.1539,3.85,32.79
maize,5.331,844.23,33.93,1013.23,27.68,33.82,14.68,71.86,9.87,6.3,164.52,33.43,119.03,0.716,0.5189,0.2351,0.6306,0.0612,-0.1075,-0.1806,0.0422,0.2772,0.1497,0.3393,2,-1.93,0.0,0.0,0.1145,0.2985,4.681,50.84
cotton,8.277,820.41,31.48,803.17,24.2,28.86,18.11,47.31,11.77,6.13,189.61,12.44,70.49,0.981,0.7252,0.5625,0.911,0.1296,0.0527,-0.0762,0.131,0.3981,0.2319,0.5576,2,-6.8,0.0,0.0,0.055,0.1209,0.788,33.33
maize,3.681,564.87,13.45,437.83,32.87,40.67,28.1,63.63,11.18,7.07,151.86,23.7,133.09,1.25,0.5974,0.4333,0.6849,0.1067,-0.321,-0.3763,-0.2058,0.1254,-0.0019,0.2261,4,-7.62,5.67,0.0,0.1352,0.3341,3.648,77.77
maize,5.584,494.13,30.83,340.05,29.35,29.52,24.12,74.46,16.63,7.13,335.91,5.08,159.36,0.838,0.5582,0.3465,0.699,0.1158,-0.2155,-0.3991,-0.0565,0.1793,0.0952,0.3483,1,1.1,0.0,0.0,0.1752,0.2319,3.889,49.53
rice,3.484,682.13,21.79,785.08,21.57,29.62,12.48,54.74,13.04,7.75,76.31,25.66,185.37,0.666,0.6624,0.416,0.7985,0.1168,0.0404,-0.1288,0.1022,0.3825,0.2502,0.5186,4,1.06,0.0,0.0,0.0551,0.0892,3.588,43.11
soybean,1.095,525.5,26.88,591.88,30.44,35.13,25.8,61.83,15.87,6.74,216.04,21.9,176.21,0.854,0.6661,0.3725,0.8347,0.0764,-0.1255,-0.2207,-0.0186,0.1772,0.1196,0.2876,2,2.98,0.13,0.0,0.0733,0.09,1.857,24.09
rice,9.988,405.76,23.53,335.29,25.22,34.17,20.14,97.25,22.1,6.88,347.89,35.54,114.27,1.219,0.8184,0.6901,0.9063,0.156,0.0079,-0.0782,0.0908,0.4072,0.2333,0.5138,1,3.53,0.0,0.0,0.2506,0.2229,3.293,26.82
chickpea,4.796,474.82,24.44,559.76,27.71,32.81,22.62,52.83,14.19,6.38,289.08,39.11,114.72,0.955,0.7668,0.6056,0.9538,0.1248,-0.1874,-0.2577,-0.1073,0.2424,0.1247,0.3478,3,8.37,0.0,0.0,0.0737,0.1294,1.454,18.97
maize,0.985,936.69,14.03,643.66,25.43,34.13,15.76,55.31,4.32,7.41,219.96,23.27,168.68,1.0,0.6251,0.5081,0.7825,0.0511,-0.134,-0.2245,0.0272,0.2259,0.0568,0.3532,3,10.55,0.0,0.0,0.0701,0.0173,3.809,35.09
chickpea,2.755,670.92,6.92,468.81,21.91,28.35,15.31,34.4,7.05,6.76,268.35,8.55,97.88,0.788,0.6161,0.386,0.765,0.0939,-0.0784,-0.2017,-0.0096,0.3307,0.2342,0.4503,2,12.82,0.0,0.0,0.046,0.1666,1.206,26.36
rice,9.573,883.82,26.05,936.67,25.76,34.55,17.14,80.34,12.71,6.87,226.8,21.39,243.49,0.569,0.7635,0.4922,0.8552,0.0772,-0.2344,-0.3665,-0.118,0.2671,0.211,0.3526,3,12.33,0.0,0.0,0.0892,0.0,3.514,25.11
cotton,9.476,515.09,47.76,546.79,26.13,33.88,20.18,59.4,19.93,6.29,238.25,19.48,224.07,0.162,0.6844,0.5739,0.839,0.1037,0.1107,-0.0015,0.2328,0.0874,0.0163,0.2362,1,3.46,0.0,0.0,0.248,0.1858,1.075,40.65
wheat,2.902,528.42,28.73,359.78,19.36,29.6,10.21,65.15,12.26,6.75,109.45,26.29,235.82,0.826,0.7192,0.527,0.8279,0.0351,0.0011,-0.1144,0.0893,0.2698,0.1789,0.3419,3,0.27,0.0,0.0,0.0671,0.1083,4.157,15.95
wheat,6.098,400.22,19.23,342.46,23.41,29.2,13.71,57.56,2.39,6.74,209.51,19.84,103.45,0.925,0.6836,0.5575,0.878,0.1464,-0.0846,-0.2311,0.1082,0.2553,0.1997,0.3917,1,7.17,0.0,0.0,0.1076,0.0553,4.515,23.15
cotton,2.22,750.69,21.51,899.07,27.08,36.99,19.69,85.2,12.14,6.6,259.59,25.17,194.29,0.92,0.5474,0.4238,0.6287,0.0487,-0.179,-0.2574,-0.0893,0.3682,0.2209,0.517,2,-1.09,1.99,0.0,0.3007,0.2853,1.049,51.46
maize,4.596,791.14,22.62,599.93,29.98,35.8,21.29,68.2,17.58,6.22,245.34,38.17,176.45,1.024,0.794,0.6507,0.9712,0.0489,-0.2581,-0.4111,-0.1201,0.0918,-0.0511,0.1542,5,13.44,0.8,0.0,0.086,0.1841,4.163,22.38
soybean,2.597,642.64,28.31,464.17,25.26,31.0,20.12,93.26,6.69,6.94,344.73,8.03,155.76,0.806,0.7336,0.4558,0.8417,0.155,-0.0223,-0.1779,0.1738,0.2934,0.1342,0.3847,1,9.56,0.0,0.0,0.2651,0.2153,1.699,30.94
maize,3.092,676.86,43.88,823.06,31.78,36.5,26.07,61.29,25.67,8.2,275.17,22.5,166.24,0.947,0.6631,0.5009,0.8145,0.1128,-0.2934,-0.4081,-0.2197,0.2265,0.101,0.289,1,1.43,1.5,0.0,0.1271,0.0813,4.258,51.38
wheat,0.807,577.51,13.15,708.47,22.88,28.85,17.35,70.24,15.77,6.83,235.81,19.85,182.43,1.271,0.6817,0.5294,0.781,0.1073,0.0828,-0.072,0.2239,0.4393,0.2886,0.5379,1,15.33,0.0,0.0,0.0641,0.1559,4.4,23.69
maize,6.248,780.74,28.86,700.87,28.88,35.72,24.0,71.88,17.16,8.01,120.44,16.04,163.65,0.612,0.5649,0.4356,0.7169,0.0244,-0.1578,-0.2635,-0.065,0.2657,0.0949,0.4223,2,2.34,0.72,0.0,0.2736,0.0758,4.328,57.81
soybean,9.666,817.74,38.37,686.37,23.16,29.33,19.03,68.68,21.19,7.09,177.33,28.12,233.98,1.066,0.7762,0.6324,0.8861,0.0987,-0.0822,-0.1673,0.0971,0.38,0.2919,0.5543,1,8.58,0.0,0.0,0.1493,0.0239,1.489,20.47
maize,1.938,988.45,64.12,1177.83,24.02,30.8,19.26,78.58,1.0,6.15,144.66,24.14,181.16,0.941,0.6757,0.5551,0.8712,0.1271,0.1712,0.0505,0.3263,0.3539,0.2164,0.4964,1,9.1,0.0,0.0,0.3163,0.1457,4.006,48.1
chickpea,5.089,855.69,60.38,941.76,25.85,34.52,19.92,70.8,11.41,7.58,286.84,12.4,164.08,0.908,0.6726,0.5193,0.7961,0.1346,-0.0559,-0.2055,0.0798,0.3162,0.2541,0.4509,1,8.53,0.0,0.0,0.1661,0.1955,1.552,48.25
chickpea,9.376,761.47,28.78,584.76,31.55,38.07,21.18,68.47,17.73,6.68,221.65,23.56,153.36,0.925,0.7271,0.5731,0.9035,0.0639,-0.2398,-0.4352,-0.1311,0.2244,0.1012,0.3088,3,6.03,3.07,0.0,0.2455,0.1414,1.344,36.4
maize,6.745,815.22,21.63,981.84,27.67,35.19,21.37,73.47,17.63,6.41,291.96,29.67,211.94,0.905,0.8187,0.5752,0.9343,0.0556,-0.0647,-0.1567,0.0996,0.3031,0.1981,0.4356,2,-2.12,0.19,0.0,0.0511,0.1898,4.774,17.87
rice,0.848,710.42,12.34,559.3,25.29,28.84,16.25,57.74,1.98,6.63,93.2,35.54,145.49,0.453,0.7498,0.6165,0.9075,0.0861,-0.0489,-0.2001,0.0959,0.2299,0.1187,0.317,3,4.33,0.0,0.0,0.1281,0.1711,3.39,28.28
soybean,3.283,622.69,19.44,447.96,26.91,36.1,19.0,39.59,10.13,7.71,191.71,15.83,140.64,1.058,0.5945,0.3883,0.7716,0.1435,-0.1343,-0.3331,-0.046,0.3056,0.2235,0.397,2,2.31,1.1,0.0,0.0781,0.2791,1.463,60.46
chickpea,5.757,991.64,14.94,1038.32,30.12,35.97,21.64,72.54,11.48,4.96,234.63,11.75,203.9,0.555,0.7873,0.6187,0.9761,0.056,-0.3638,-0.5197,-0.2449,0.105,-0.0225,0.1853,2,1.02,0.97,0.0,0.0782,0.1439,0.878,49.08
soybean,2.92,1009.84,30.87,1215.61,19.6,27.63,15.55,34.82,8.85,8.2,322.61,26.26,266.64,1.157,0.8829,0.6486,1.0,0.0621,0.0505,-0.1427,0.1371,0.427,0.3413,0.5321,2,3.75,0.0,0.0,0.0126,0.2059,1.46,33.7
cotton,1.82,418.25,5.56,471.96,32.03,40.56,23.57,57.09,16.01,7.01,271.19,15.53,50.0,1.069,0.7166,0.5775,0.8047,0.0503,-0.2417,-0.3128,-0.1113,0.0872,-0.0008,0.1571,5,-4.78,5.56,0.0,0.1304,0.1756,0.222,62.59
rice,7.253,603.82,30.14,689.27,27.61,34.38,20.8,79.46,4.35,6.37,251.11,18.68,161.05,0.559,0.7874,0.5292,0.9571,0.1257,-0.0068,-0.1927,0.1715,0.1709,0.0655,0.2384,5,2.58,0.0,0.0,0.2223,0.0536,3.373,26.83
soybean,3.544,872.07,48.6,939.5,22.08,26.34,13.5,89.81,1.0,7.46,268.93,29.3,173.18,0.72,0.7867,0.5058,0.9407,0.0743,0.1381,-0.0206,0.192,0.3605,0.2643,0.411,3,2.17,0.0,0.0,0.1434,0.2318,2.096,28.88
soybean,1.11,796.77,15.23,840.69,23.07,27.77,13.08,50.66,7.17,6.6,322.19,15.35,202.8,0.538,0.7792,0.6126,0.9327,0.0692,0.0212,-0.0686,0.1539,0.3242,0.2474,0.4758,2,9.05,0.0,0.0,0.0785,0.1271,1.269,16.07
chickpea,1.2,860.68,74.44,704.45,28.35,32.24,23.01,80.83,7.61,7.1,113.56,33.02,238.53,0.687,0.747,0.5764,0.8826,0.0406,0.0985,0.0332,0.1907,0.28,0.1553,0.3419,3,8.36,0.0,0.0,0.4455,0.3114,1.613,37.62
chickpea,7.421,502.93,10.81,543.04,40.39,47.13,32.9,55.29,9.63,6.44,323.23,42.1,146.11,0.636,0.595,0.3847,0.7177,0.0905,-0.5818,-0.6458,-0.4564,0.0656,-0.021,0.1265,2,1.62,12.13,0.0,0.2851,0.2949,0.669,83.02
wheat,8.288,616.58,17.81,675.16,26.79,35.46,23.63,78.11,4.54,6.76,338.41,35.0,228.36,0.721,0.8337,0.6428,1.0,0.0553,-0.1799,-0.3418,-0.1263,0.3041,0.2125,0.3558,3,-8.48,0.46,0.0,0.1409,0.2475,5.147,24.62
soybean,6.156,417.39,8.7,457.18,27.79,36.77,20.7,65.71,15.49,7.36,251.23,27.18,146.44,0.994,0.7863,0.5215,0.8678,0.102,-0.2009,-0.2581,-0.1073,0.1904,0.1272,0.3235,5,8.62,1.77,0.0,0.0714,0.2412,1.521,38.9
rice,6.156,792.07,57.83,815.12,29.27,37.67,22.14,55.68,9.41,7.19,61.56,16.2,151.91,0.649,0.7111,0.6023,0.8971,0.0858,-0.0722,-0.2293,0.0915,0.2221,0.0476,0.364,3,0.38,2.67,0.0,0.1379,0.1166,3.35,47.04
chickpea,6.127,297.82,16.1,249.42,24.41,29.76,14.73,64.59,11.75,6.66,293.88,11.3,282.79,0.575,0.6732,0.524,0.7937,0.0567,-0.0933,-0.2598,0.0421,0.1873,0.1292,0.3584,4,0.38,0.0,0.0,0.1382,0.052,1.623,20.59
rice,6.355,341.73,34.43,225.72,17.6,20.0,12.21,76.74,9.26,7.55,315.93,23.44,113.02,0.852,0.665,0.4297,0.8392,0.0648,0.1357,0.0278,0.3041,0.3723,0.21,0.4695,2,-3.82,0.0,0.0,0.1054,0.2037,3.25,36.23
maize,9.464,392.03,31.14,310.11,29.62,37.43,20.2,91.38,9.65,7.02,219.42,6.58,125.86,0.993,0.6218,0.3337,0.7444,0.058,-0.2097,-0.3931,-0.0975,0.2213,0.0685,0.3875,4,5.56,2.43,0.0,0.3116,0.2232,4.095,61.64
soybean,3.86,501.8,30.82,376.27,30.62,36.98,26.0,78.39,24.27,7.27,185.23,21.75,184.54,1.017,0.6924,0.4602,0.8171,0.1081,-0.3066,-0.4198,-0.2469,0.1851,0.0227,0.3243,3,4.01,1.98,0.0,0.1263,0.2592,1.669,39.15
soybean,9.906,150.0,42.71,186.89,24.3,31.93,18.66,82.86,20.97,7.02,305.23,5.11,211.64,0.829,0.7358,0.4847,0.8773,0.0826,0.0102,-0.1668,0.1682,0.3927,0.2579,0.5294,3,6.29,0.0,0.0,0.2429,0.0451,1.313,28.16
cotton,1.703,645.73,52.98,427.07,23.79,34.75,19.51,67.22,15.9,6.78,325.01,30.97,107.83,0.58,0.8048,0.6673,0.908,0.0767,0.053,-0.1166,0.17,0.304,0.2167,0.3893,1,1.87,0.0,0.0,0.128,0.0273,0.974,14.59
wheat,9.637,854.68,15.34,1031.75,29.62,38.99,22.34,67.5,9.67,6.77,306.87,29.04,253.0,0.596,0.793,0.6868,0.9457,0.0491,-0.2367,-0.3798,-0.177,0.0939,-0.0153,0.1957,2,5.62,3.99,0.0,0.1727,0.2864,4.034,40.0
chickpea,6.833,557.66,4.16,645.6,19.65,27.21,11.74,72.49,10.15,6.62,209.34,15.7,258.21,0.302,0.6924,0.4485,0.8444,0.084,0.0499,-0.0764,0.1877,0.2146,0.0372,0.3857,1,3.83,0.0,0.0,0.1264,0.1338,1.419,27.56
soybean,3.29,616.79,18.43,415.86,17.19,21.1,10.15,73.83,18.85,6.2,276.41,24.66,219.42,0.422,0.8018,0.6387,0.9137,0.1053,0.1441,0.0221,0.2846,0.3951,0.2338,0.5527,1,1.03,0.0,0.0,0.0723,0.1271,2.222,22.88
maize,2.163,176.14,7.88,116.65,23.9,29.56,17.1,80.07,19.85,7.3,323.98,32.27,159.01,0.811,0.7255,0.5789,0.825,0.074,-0.0576,-0.1517,0.021,0.2236,0.1362,0.3488,5,-2.05,0.0,0.0,0.1612,0.1431,3.803,25.67
rice,2.324,553.4,46.72,473.85,31.5,40.69,21.52,54.37,10.11,7.08,336.07,27.79,168.07,0.74,0.6642,0.4252,0.7861,0.1225,-0.2083,-0.3494,-0.1187,0.2336,0.0749,0.3475,3,-5.67,5.69,0.0,0.1609,0.1608,3.166,43.59
wheat,4.52,726.7,4.25,558.3,29.8,33.38,25.18,65.46,12.28,6.28,246.95,38.64,155.81,0.97,0.7841,0.656,0.9283,0.1194,-0.2216,-0.3799,-0.12,0.0865,-0.0352,0.1903,3,4.8,0.0,0.0,0.113,0.0778,5.201,23.72
wheat,7.11,684.47,43.07,565.39,27.2,36.55,23.52,70.3,10.89,7.86,229.18,21.24,247.18,0.697,0.722,0.5937,0.8829,0.1052,0.0861,-0.0676,0.1764,0.2378,0.1133,0.3721,5,10.67,1.55,0.0,0.1976,0.1266,4.815,42.06
soybean,4.042,464.55,8.55,579.55,28.93,36.96,20.05,58.95,10.99,7.2,201.43,27.93,209.29,0.15,0.6423,0.5326,0.7834,0.1389,-0.2838,-0.4241,-0.1749,0.1276,0.0736,0.2029,1,-1.06,1.96,0.0,0.0921,0.1391,1.73,46.87
soybean,2.153,694.35,12.17,656.2,32.2,40.47,27.01,75.15,11.98,7.34,192.76,14.36,202.09,0.556,0.7054,0.5255,0.7966,0.0993,-0.1636,-0.2986,0.0353,0.3376,0.2731,0.5138,4,-1.19,5.47,0.0,0.3821,0.2977,1.051,67.45
rice,0.924,703.37,12.76,823.48,34.01,38.92,29.42,64.43,6.47,7.02,214.79,7.13,197.43,0.883,0.6105,0.3134,0.737,0.0564,-0.3976,-0.499,-0.2828,0.1709,0.0299,0.2553,4,9.48,3.92,0.0,0.3217,0.1925,2.684,61.98
wheat,1.095,437.13,32.64,477.69,26.89,33.46,19.73,84.6,1.0,7.16,241.14,24.17,209.38,0.409,0.6886,0.5252,0.8549,0.0827,-0.0386,-0.1611,0.0269,0.2495,0.1765,0.3687,5,4.76,0.0,0.0,0.2557,0.2287,4.595,41.42
rice,2.692,726.74,23.16,640.58,27.87,37.95,19.89,83.01,19.48,7.5,430.87,16.43,245.73,1.082,0.9124,0.6287,1.0,0.0758,-0.0577,-0.2237,0.0823,0.2568,0.1269,0.3451,3,-1.53,2.95,0.0,0.1622,0.1534,3.454,37.7
chickpea,5.196,527.63,12.53,345.54,25.49,37.2,16.26,65.59,10.06,6.06,200.94,26.58,107.57,0.831,0.6479,0.3621,0.8397,0.1464,-0.0508,-0.1548,0.1349,0.2357,0.149,0.4145,2,-1.66,2.2,0.0,0.1174,0.0518,1.371,44.59
chickpea,5.521,840.02,22.52,1013.58,30.75,33.96,21.82,59.89,9.01,5.62,173.92,21.55,213.6,1.102,0.6414,0.3862,0.7824,0.126,-0.1501,-0.2379,0.0076,0.0906,-0.0106,0.1775,1,6.18,0.0,0.0,0.1709,0.0835,1.502,41.65
chickpea,9.92,150.0,46.94,184.55,25.46,31.73,15.51,57.14,13.28,6.23,249.44,18.1,210.41,0.761,0.7987,0.643,0.9794,0.0644,0.0903,-0.0343,0.2501,0.3444,0.2628,0.3964,3,2.76,0.0,0.0,0.143,0.192,1.691,28.71
maize,5.22,741.64,63.23,525.69,31.26,38.55,21.22,80.36,10.16,6.99,214.48,25.94,145.57,0.49,0.5979,0.4735,0.719,0.0933,-0.2317,-0.4104,-0.0714,0.2514,0.1003,0.3605,3,9.72,3.55,0.0,0.2869,0.1505,3.498,53.9
cotton,7.643,506.22,8.24,379.03,29.8,38.38,22.52,81.51,8.15,6.38,159.13,5.87,185.97,0.516,0.6957,0.4722,0.8732,0.1319,-0.1603,-0.2432,-0.0592,0.1996,0.1183,0.3589,1,6.54,3.38,0.0,0.2299,0.1211,0.724,48.06
wheat,5.805,852.8,22.38,732.93,29.9,39.23,25.43,61.45,20.96,6.85,348.83,26.19,115.42,0.601,0.5436,0.2579,0.6487,0.1582,-0.308,-0.3881,-0.2308,0.1088,0.0095,0.1632,4,4.43,4.23,0.0,0.1653,0.2658,3.763,61.06
cotton,6.757,870.15,18.91,571.23,19.48,27.41,12.56,60.44,22.54,7.54,147.34,26.01,152.13,0.558,0.7138,0.5077,0.8025,0.0648,0.113,0.0293,0.2011,0.2782,0.2222,0.4215,2,0.36,0.0,0.0,0.0488,0.0024,0.553,27.85
rice,8.221,756.23,19.73,634.9,22.07,29.86,14.94,72.41,14.55,6.49,130.23,11.88,203.83,0.718,0.7965,0.5378,0.9909,0.0855,0.1042,0.0504,0.1824,0.4306,0.2958,0.5343,4,9.61,0.0,0.0,0.1,0.126,3.347,20.51
maize,7.211,551.3,88.83,468.94,26.26,32.24,25.28,71.51,14.12,6.33,149.39,30.5,135.2,0.612,0.6386,0.4087,0.8323,0.043,0.0518,-0.0919,0.1746,0.4114,0.2449,0.4956,3,2.38,0.0,0.0,0.1679,0.1898,4.545,33.46
maize,4.872,634.41,41.06,688.23,28.83,37.07,20.78,52.72,17.01,6.57,169.17,26.36,155.92,0.472,0.5214,0.2378,0.7164,0.0717,-0.153,-0.2979,0.0065,0.3019,0.212,0.4426,5,0.67,2.07,0.0,0.1996,0.0116,4.256,46.3
maize,8.937,710.33,16.87,774.34,29.45,37.04,22.68,83.95,13.58,7.0,173.63,14.92,219.64,0.938,0.6899,0.53,0.8814,0.1043,-0.3109,-0.3751,-0.1241,0.2285,0.1299,0.3097,5,8.09,2.04,0.0,0.1688,0.062,3.811,37.91
wheat,7.617,329.46,52.48,342.28,28.37,35.22,20.64,47.19,19.84,7.36,165.53,27.88,118.65,1.013,0.7724,0.5741,0.9645,0.0558,-0.2315,-0.3509,-0.1218,0.385,0.286,0.507,3,3.08,0.22,0.0,0.1714,0.2093,4.746,37.13
wheat,4.034,515.65,55.54,372.33,33.01,39.78,24.55,85.47,13.64,7.21,214.69,5.0,138.74,0.673,0.6102,0.4175,0.7928,0.0333,-0.2464,-0.3408,-0.0633,0.1205,0.0491,0.1949,4,-4.67,4.78,0.0,0.4482,0.2951,3.684,80.57
cotton,8.011,919.62,44.66,1129.56,30.46,36.91,25.2,85.69,14.56,7.44,250.98,18.84,69.57,0.9,0.6056,0.3374,0.7496,0.1233,-0.172,-0.305,0.0001,0.3081,0.2435,0.442,5,-0.61,1.91,0.0,0.3011,0.1902,1.006,65.85
maize,1.679,1121.45,33.73,730.69,34.73,39.38,26.95,50.28,24.44,7.43,257.69,22.87,251.63,0.743,0.7524,0.4898,0.8891,0.106,-0.4533,-0.5675,-0.2714,0.0946,0.0357,0.2076,3,9.6,4.38,0.0,0.2009,0.1319,3.045,41.69
wheat,3.488,718.34,24.66,890.33,23.99,32.91,14.26,66.97,11.42,7.63,206.65,23.84,94.8,0.545,0.7169,0.4697,0.879,0.0708,-0.0401,-0.1704,0.0444,0.3476,0.1949,0.4382,5,14.59,0.0,0.0,0.1028,0.0704,4.768,30.46
maize,4.59,499.55,3.24,605.9,32.96,40.44,24.04,57.73,4.05,6.86,237.04,27.89,174.43,0.613,0.6394,0.3396,0.7663,0.0929,-0.2377,-0.4256,-0.1706,0.1458,0.0526,0.2565,4,-9.72,5.44,0.0,0.0744,0.2507,2.99,48.53
rice,3.58,551.46,22.03,573.57,28.15,32.39,18.58,58.36,13.38,4.95,265.13,10.52,218.98,0.938,0.6208,0.4521,0.7265,0.1153,-0.26,-0.426,-0.0941,0.1969,0.0561,0.361,5,-1.88,0.0,0.0,0.1433,0.2283,3.252,57.18
cotton,1.883,678.35,1.6,773.45,36.7,46.73,31.04,77.15,20.54,6.67,255.38,35.8,128.69,0.309,0.6548,0.427,0.8471,0.0945,-0.4331,-0.5771,-0.3628,0.0804,0.0192,0.1345,3,10.31,11.73,0.0,0.4165,0.4458,0.491,68.95
soybean,0.892,909.09,23.28,952.09,34.08,40.37,26.67,67.93,4.57,6.75,199.24,18.8,238.06,0.748,0.6873,0.4411,0.8613,0.0953,-0.361,-0.4311,-0.2055,0.201,0.072,0.3795,2,0.76,5.37,0.0,0.2518,0.1353,1.313,53.33
wheat,8.752,810.2,61.77,859.65,35.07,41.62,27.5,59.64,18.95,6.9,308.72,21.25,175.08,0.765,0.6022,0.4397,0.7834,0.0953,-0.2935,-0.3476,-0.1519,0.1603,0.0548,0.2362,3,10.9,6.62,0.0,0.3322,0.2037,3.291,63.77
rice,2.319,827.45,39.68,730.32,35.96,43.05,23.94,39.63,20.74,6.63,307.78,23.16,193.92,0.964,0.5621,0.3283,0.7284,0.173,-0.2761,-0.4746,-0.0935,0.0942,-0.0512,0.2187,5,0.9,8.05,0.0,0.1744,0.4025,2.239,69.8
maize,3.503,221.8,27.27,242.61,25.04,31.76,19.87,55.37,16.08,6.66,148.31,33.78,118.33,0.584,0.6684,0.3722,0.7586,0.1153,-0.0655,-0.127,-0.0021,0.1989,0.0591,0.2499,3,-4.28,0.0,0.0,0.0394,0.1945,4.136,24.9
maize,7.997,687.98,35.89,579.15,28.04,36.77,18.44,92.16,12.72,7.12,245.08,36.29,149.3,0.884,0.7055,0.4693,0.8784,0.034,-0.2579,-0.4393,-0.1891,0.2227,0.1664,0.2935,3,0.74,1.77,0.0,0.3008,0.1326,4.302,43.48
chickpea,9.312,934.49,69.34,1136.98,28.48,36.35,18.71,45.87,31.95,5.69,210.63,42.25,307.12,0.647,0.7647,0.5881,0.8533,0.0825,-0.2356,-0.3704,-0.1142,0.3172,0.1874,0.493,1,11.54,1.35,0.0,0.1021,0.1144,1.106,31.67
wheat,9.154,770.92,28.41,819.83,26.56,34.87,18.67,61.98,22.26,5.53,307.22,24.86,55.16,1.014,0.7932,0.6482,0.9077,0.0953,-0.1377,-0.2406,0.0185,0.2499,0.1451,0.3716,1,1.59,0.0,0.0,0.0905,0.1364,4.673,31.29
rice,9.404,424.36,96.29,441.92,20.53,25.08,11.27,80.43,13.51,8.2,287.65,28.48,195.42,0.858,0.8108,0.614,0.9369,0.1281,0.2358,0.0663,0.2863,0.4927,0.3644,0.6495,3,3.67,0.0,0.629,0.339,0.1724,3.168,44.69
soybean,7.621,700.81,26.49,644.81,31.83,39.01,23.76,81.82,5.91,6.54,220.55,30.34,195.12,0.897,0.6312,0.4361,0.7743,0.1315,-0.3254,-0.3802,-0.209,0.2542,0.1105,0.3561,2,9.83,4.01,0.0,0.3912,0.2907,1.113,56.25
chickpea,3.804,949.1,16.7,766.33,29.93,35.69,19.61,67.49,20.33,6.96,291.69,28.8,121.55,0.802,0.6581,0.3611,0.769,0.0511,-0.1683,-0.2925,-0.0604,0.1402,0.0455,0.2995,3,6.43,0.69,0.0,0.2328,0.1459,1.564,40.85
rice,9.801,702.11,27.62,513.43,35.04,41.88,32.09,91.21,20.58,6.8,210.98,27.64,257.25,0.375,0.6243,0.4977,0.7775,0.0603,-0.2595,-0.4008,-0.061,0.1184,-0.0096,0.2492,2,5.3,6.88,0.0,0.4102,0.2952,2.592,68.7
maize,1.237,628.34,6.79,612.65,32.31,41.77,25.83,92.71,17.32,6.01,192.6,13.65,231.59,0.971,0.6097,0.3285,0.7144,0.0913,-0.3288,-0.4559,-0.2652,0.1443,0.039,0.2963,4,6.04,6.77,0.0,0.2751,0.3706,3.557,72.69
soybean,8.786,857.89,9.85,808.93,27.77,34.2,19.64,70.94,16.45,6.45,217.83,21.73,248.63,1.056,0.728,0.6102,0.8127,0.041,-0.1515,-0.2153,0.0229,0.2379,0.093,0.3347,4,-1.09,0.0,0.0,0.1557,0.1259,1.52,17.12
chickpea,6.613,540.7,11.35,369.98,25.55,34.21,17.3,72.79,10.53,7.25,249.96,16.57,194.92,0.702,0.6101,0.3544,0.7891,0.1531,-0.1441,-0.2449,-0.0031,0.26,0.0958,0.333,2,9.91,0.0,0.0,0.1667,0.1186,1.08,38.53
chickpea,4.355,565.14,18.49,637.55,18.7,25.7,13.35,42.01,6.37,5.92,127.95,27.69,215.28,0.509,0.6876,0.5315,0.8079,0.1186,0.0822,-0.0533,0.28,0.3732,0.2326,0.536,2,2.37,0.0,0.0,0.0228,0.2719,1.309,31.08
maize,1.827,905.18,28.43,919.19,32.0,38.3,27.22,90.87,12.07,6.84,325.22,18.2,220.08,0.665,0.8821,0.6683,1.0,0.1163,-0.1997,-0.3769,-0.0713,0.2194,0.0695,0.3602,1,1.93,3.3,0.0,0.2035,0.2178,3.929,33.87
