crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_estimate,risk_score_estimate
maize,2.909,577.39,19.98,678.39,23.37,27.04,15.97,69.8,22.89,5.85,254.44,28.69,150.43,0.496,0.6582,0.4106,0.7512,0.125,-0.0446,-0.096,0.0541,0.3603,0.2978,0.4728,4,1.97,0.0,0.0,0.1063,0.1366,4.668,39.1
wheat,2.625,827.92,8.69,844.4,30.61,38.36,22.06,69.77,18.74,6.05,284.31,26.77,236.55,1.051,0.5842,0.4835,0.7499,0.1079,-0.2102,-0.3477,-0.1296,0.1591,0.0941,0.3137,4,2.35,3.36,0.0,0.1848,0.2286,4.521,49.26
soybean,4.458,896.08,8.37,1061.16,21.61,26.92,12.5,57.26,15.73,6.64,207.5,25.55,220.86,0.815,0.8505,0.5645,0.9513,0.0655,0.0992,-0.0521,0.1583,0.4236,0.3284,0.6015,2,2.54,0.0,0.0,0.0835,0.0454,1.352,22.39
soybean,2.473,678.41,27.42,708.65,28.12,39.08,21.41,63.81,17.81,6.81,210.61,15.83,182.64,0.869,0.676,0.4132,0.8177,0.0999,-0.2265,-0.4254,-0.0567,0.1483,0.0379,0.2578,5,1.39,4.08,0.0,0.0904,0.179,1.576,43.24
wheat,6.812,510.41,6.32,531.46,35.41,41.78,30.36,77.81,17.4,6.95,284.85,22.77,187.06,0.738,0.602,0.3072,0.7906,0.1023,-0.4097,-0.497,-0.2522,0.07,0.0126,0.1451,5,-2.68,6.78,0.0,0.3566,0.2945,3.331,77.15
chickpea,5.72,1069.36,28.06,1084.72,22.99,28.17,15.71,81.61,8.83,6.0,206.57,19.48,186.29,0.9,0.8348,0.6528,0.9664,0.0471,0.0936,-0.0957,0.2822,0.3696,0.2575,0.5188,1,5.0,0.0,0.0,0.1367,0.1102,1.116,30.87
maize,5.18,844.76,49.73,556.68,36.48,44.63,29.91,49.86,16.31,7.16,278.22,24.48,291.63,0.497,0.6441,0.5214,0.8362,0.1109,-0.4007,-0.5,-0.2434,0.204,0.0448,0.2962,2,-0.35,9.63,0.0,0.0939,0.466,3.1,77.43
wheat,5.786,648.03,16.75,453.72,25.17,33.58,16.58,82.07,2.0,7.06,303.92,11.76,122.65,0.772,0.682,0.4136,0.7705,0.0724,-0.0407,-0.1378,0.096,0.2998,0.1814,0.3619,1,13.72,0.0,0.0,0.1723,0.2155,4.672,41.74
cotton,6.72,670.67,26.52,500.84,28.79,37.76,26.26,90.66,14.55,6.27,297.93,12.84,153.97,1.092,0.6785,0.4442,0.8155,0.0853,-0.1999,-0.3015,-0.0973,0.2566,0.1117,0.3667,5,6.32,2.76,0.0,0.1931,0.1316,0.877,42.82
soybean,1.394,595.16,38.0,637.05,28.11,35.02,21.89,76.05,17.6,7.05,268.94,27.17,64.78,0.812,0.7688,0.4974,0.968,0.02,-0.0437,-0.2331,0.0637,0.348,0.2447,0.4307,3,11.91,0.02,0.0,0.1031,0.0269,1.416,19.04
rice,4.209,668.18,24.29,521.72,19.3,23.94,11.61,45.57,1.35,7.15,157.96,20.53,138.35,1.029,0.7227,0.4345,0.8922,0.085,0.0972,-0.0023,0.2265,0.4254,0.2844,0.5627,5,-1.31,0.0,0.0,0.0711,0.2373,3.175,26.58
maize,6.383,282.61,67.66,200.78,36.2,43.72,29.32,60.45,16.33,7.98,290.13,15.88,234.83,1.269,0.5776,0.322,0.7524,0.1263,-0.1596,-0.3171,-0.0405,0.1596,0.0756,0.3348,4,4.56,8.72,0.0,0.5123,0.3865,2.724,87.06
wheat,6.264,623.11,5.24,761.69,29.95,36.01,24.43,73.25,8.32,5.81,310.22,30.98,50.0,0.687,0.7298,0.5594,0.8625,0.1004,-0.3281,-0.3994,-0.1325,-0.0111,-0.1896,0.0642,5,5.27,1.01,0.0,0.177,0.0,5.084,36.97
chickpea,7.536,717.98,27.66,811.54,21.25,25.03,16.52,68.12,19.01,6.2,110.6,23.77,62.45,0.836,0.6545,0.5358,0.8407,0.0983,0.1565,0.0407,0.2671,0.3038,0.2318,0.3608,1,-0.44,0.0,0.0,0.1755,0.1567,1.597,41.13
maize,7.427,480.06,22.22,586.09,39.69,45.88,35.0,55.23,12.23,6.24,337.31,5.0,113.45,0.998,0.5736,0.3006,0.7546,0.1131,-0.4645,-0.5785,-0.2789,-0.0107,-0.0906,0.0521,5,10.78,10.88,0.0,0.1517,0.2099,1.804,85.42
maize,1.618,667.09,87.92,701.69,20.94,27.85,12.79,48.52,26.37,7.57,207.78,15.82,193.29,0.395,0.6748,0.4261,0.8505,0.1204,0.2802,0.1427,0.447,0.3451,0.2634,0.4322,5,-4.76,0.0,0.0,0.0494,0.1101,4.621,35.18
rice,0.513,787.42,17.84,945.95,34.78,42.4,23.25,80.95,4.24,5.79,207.2,28.23,236.01,0.722,0.6365,0.4229,0.8257,0.0586,-0.2802,-0.4043,-0.2133,-0.0222,-0.1427,0.1287,1,-3.08,7.4,0.0,0.3086,0.2627,2.407,75.82
chickpea,3.105,609.47,54.63,759.72,26.56,34.69,19.07,65.97,15.82,7.96,266.18,16.16,73.64,0.996,0.7778,0.5887,0.9428,0.081,0.0017,-0.1202,0.1189,0.263,0.1174,0.4261,1,3.94,0.0,0.0,0.2649,0.1577,1.65,41.16
cotton,8.126,362.04,18.19,396.26,27.86,35.53,21.36,57.64,10.33,5.99,219.05,12.72,171.21,0.911,0.6137,0.4963,0.7678,0.1106,-0.2083,-0.2757,-0.0286,0.1383,0.039,0.2049,4,10.32,0.53,0.0,0.1254,0.1742,0.809,52.68
cotton,8.986,750.97,13.04,695.35,24.88,29.71,18.42,63.75,9.16,6.86,236.84,34.84,101.11,0.227,0.7164,0.4865,0.8994,0.0774,-0.0388,-0.2115,0.0589,0.1973,0.1365,0.3392,1,3.99,0.0,0.0,0.0697,0.0524,0.809,25.84
chickpea,5.881,342.94,33.18,338.77,30.82,38.37,24.35,78.57,16.05,6.33,270.25,30.0,161.95,1.134,0.6787,0.5166,0.8446,0.0987,-0.1779,-0.3503,-0.1203,0.2063,0.1064,0.276,4,3.13,3.37,0.0,0.2412,0.3173,1.317,48.75
wheat,3.968,482.57,54.45,603.01,23.96,28.48,19.1,79.65,4.03,6.39,240.69,17.2,164.11,0.293,0.8735,0.7416,1.0,0.0742,0.0904,-0.0502,0.2708,0.3951,0.2607,0.559,3,4.48,0.0,0.0,0.1622,0.0024,4.599,25.37
wheat,6.824,1018.55,69.4,1070.02,25.43,33.0,19.63,62.45,14.02,5.51,333.7,18.59,136.62,0.969,0.7177,0.5756,0.8433,0.1347,-0.0225,-0.1688,0.0704,0.4322,0.2635,0.587,5,-3.11,0.0,0.0,0.2169,0.2043,5.055,36.86
cotton,6.47,752.04,16.74,755.07,22.63,28.6,17.0,74.3,8.76,7.29,277.33,24.57,81.66,1.066,0.8048,0.6813,0.9128,0.0878,-0.0123,-0.1922,0.1431,0.3289,0.2526,0.4407,3,8.69,0.0,0.0,0.0929,0.2268,0.515,27.99
chickpea,0.987,997.09,62.05,1120.69,27.58,35.36,20.22,43.09,13.06,6.62,152.6,21.52,50.0,0.325,0.582,0.4183,0.7566,0.1223,-0.101,-0.212,0.0126,0.3592,0.1809,0.4215,4,2.05,0.36,0.0,0.1133,0.1977,1.259,42.19
soybean,6.939,737.04,21.91,846.84,29.21,35.59,26.4,77.92,14.39,5.34,438.81,14.63,169.56,0.703,0.7124,0.5264,0.8082,0.1122,-0.2752,-0.3798,-0.124,0.23,0.0533,0.2974,3,-1.29,0.59,0.0,0.1209,0.2694,1.416,39.55
soybean,6.959,823.31,58.21,848.97,30.76,36.46,27.31,65.75,15.74,6.89,284.64,8.05,119.62,0.235,0.6815,0.5467,0.8133,0.0985,-0.2929,-0.4083,-0.1764,0.1654,0.0171,0.2278,2,2.52,1.46,0.0,0.0998,0.0552,1.508,31.26
maize,8.974,585.16,14.49,450.29,23.11,31.8,16.93,72.62,16.44,6.19,421.28,28.93,117.3,0.713,0.7118,0.6105,0.8425,0.0631,-0.0522,-0.225,0.0498,0.3221,0.2542,0.5004,4,17.51,0.0,0.0,0.1312,0.0,4.623,15.49
soybean,8.083,594.69,15.68,606.73,31.95,40.53,24.73,61.9,19.02,6.47,230.65,14.09,177.61,0.869,0.5935,0.3417,0.7011,0.1185,-0.395,-0.4762,-0.2259,0.1156,0.0495,0.1794,5,-0.06,5.53,0.0,0.0988,0.1912,0.945,51.72
maize,4.865,480.41,73.24,518.69,26.73,34.86,17.92,71.51,9.76,8.2,215.12,21.66,169.28,1.235,0.6374,0.5249,0.7765,0.0836,-0.0653,-0.1996,0.0309,0.2544,0.117,0.3903,5,5.61,0.0,0.0,0.1828,0.2109,4.28,54.22
maize,2.598,871.44,20.06,687.84,26.05,34.04,20.39,52.51,16.18,7.24,250.41,17.25,84.07,0.65,0.8074,0.6346,0.9812,0.0963,-0.0013,-0.183,0.0631,0.2308,0.12,0.3429,4,2.48,0.0,0.0,0.065,0.125,4.282,19.46
soybean,4.776,916.82,34.96,977.75,24.46,33.33,16.94,87.3,10.11,6.51,249.61,29.5,106.18,0.965,0.7308,0.5826,0.8254,0.1066,-0.0335,-0.1966,0.087,0.2356,0.0801,0.3232,1,-4.3,0.0,0.0,0.183,0.1188,1.949,26.16
cotton,5.922,647.73,36.14,505.41,29.94,40.25,22.61,44.29,14.06,7.28,254.76,27.15,145.04,0.544,0.6536,0.5335,0.8467,0.0888,-0.2582,-0.3202,-0.1561,0.2277,0.1121,0.3525,1,-3.76,5.25,0.0,0.2196,0.235,0.298,65.95
chickpea,5.001,466.92,18.92,578.53,18.12,23.13,12.3,69.48,19.2,6.6,262.29,30.37,104.25,1.13,0.5906,0.4439,0.7843,0.1205,0.0963,-0.0649,0.1603,0.3942,0.2229,0.574,2,7.74,0.0,0.0,0.0834,0.146,1.038,29.25
wheat,7.888,491.73,25.2,381.6,27.86,35.14,24.05,70.73,17.01,7.36,172.77,7.53,177.97,0.621,0.6366,0.3807,0.8114,0.079,-0.2491,-0.3174,-0.0547,0.2251,0.1505,0.2985,1,6.33,0.14,0.0,0.2296,0.2085,4.728,45.3
soybean,0.673,370.15,25.2,449.84,25.54,29.8,19.7,60.5,9.61,6.76,272.98,15.82,208.35,0.902,0.7167,0.5845,0.8608,0.0933,-0.0281,-0.1045,0.0615,0.2552,0.146,0.3661,1,6.52,0.0,0.0,0.1482,0.0206,1.149,21.78
wheat,6.072,838.15,62.82,905.38,35.64,44.35,32.49,70.92,14.9,5.62,186.8,13.3,179.68,0.393,0.6179,0.4138,0.7053,0.101,-0.3694,-0.4752,-0.2718,0.271,0.1022,0.3491,2,2.31,9.35,0.0,0.3254,0.2413,3.205,89.13
soybean,6.555,971.86,24.58,689.39,28.07,33.61,21.82,68.14,13.35,7.37,250.25,15.1,151.92,0.485,0.6882,0.43,0.8642,0.0513,-0.1326,-0.2909,-0.0263,0.2018,0.0371,0.3501,3,-1.39,0.0,0.0,0.0931,0.2,1.687,33.86
maize,4.14,593.12,61.09,720.98,26.43,33.1,17.54,74.65,14.09,7.23,96.81,17.5,112.02,0.982,0.5589,0.4586,0.7156,0.0834,0.045,-0.0615,0.1726,0.3113,0.1925,0.4535,5,-7.53,0.0,0.0,0.2178,0.1765,4.341,53.94
chickpea,4.659,899.81,15.54,682.49,25.44,33.5,15.52,87.39,12.0,6.84,230.58,22.29,194.97,0.814,0.7486,0.6379,0.9273,0.102,-0.0776,-0.2515,0.0304,0.3186,0.2065,0.4955,2,12.34,0.0,0.0,0.0843,0.0833,1.144,16.45
cotton,5.356,477.53,40.6,415.73,28.45,36.19,23.67,77.0,14.27,6.97,324.95,26.05,163.47,0.535,0.7162,0.4482,0.8136,0.105,-0.1299,-0.2616,0.0065,0.2508,0.1931,0.3424,3,4.86,1.19,0.0,0.3286,0.2149,0.893,32.89
wheat,9.459,597.73,18.8,549.85,31.2,40.59,24.08,63.86,21.41,6.31,218.98,37.76,194.86,0.602,0.7692,0.4768,0.9233,0.0876,-0.288,-0.4537,-0.1791,0.0666,-0.0266,0.1786,4,4.42,5.59,0.0,0.2227,0.1904,4.523,47.99
rice,3.229,591.33,9.31,521.95,26.79,35.54,18.44,79.82,10.15,6.07,393.56,15.36,213.46,0.729,0.8254,0.5505,0.9898,0.0761,-0.1341,-0.2407,0.0423,0.2077,0.1133,0.3075,3,1.65,0.54,0.0,0.2458,0.1011,3.472,26.0
cotton,5.767,777.11,2.99,615.04,24.9,35.82,16.48,63.95,7.61,4.94,60.0,24.54,136.9,0.497,0.6785,0.4864,0.8337,0.0822,-0.169,-0.2712,0.0023,0.2274,0.1743,0.3778,3,13.44,0.82,0.0,0.0518,0.1271,0.782,53.01
rice,3.608,420.95,23.53,454.88,32.57,40.84,22.11,59.7,24.43,6.33,276.69,38.59,229.42,0.412,0.6745,0.4336,0.7727,0.0795,-0.3512,-0.5309,-0.2289,0.0413,-0.0268,0.1611,5,1.65,5.84,0.0,0.1636,0.3215,2.346,54.28
maize,0.79,640.34,13.29,429.18,31.3,41.11,25.44,66.31,12.38,5.41,211.72,9.24,135.42,1.102,0.6175,0.395,0.7766,0.0744,-0.2108,-0.4081,-0.1387,0.1733,0.0718,0.3432,2,13.54,6.11,0.0,0.2496,0.3225,3.591,77.61
maize,9.439,958.89,8.03,638.21,26.46,33.36,15.79,73.0,15.71,6.24,200.57,12.3,111.02,0.977,0.4835,0.325,0.6282,0.0375,-0.1625,-0.2937,-0.0716,0.0963,0.0191,0.1476,1,0.42,0.0,0.0,0.1508,0.0221,4.255,57.17
wheat,0.642,938.93,16.12,1042.92,29.07,37.94,19.12,61.63,15.27,6.54,230.46,23.96,84.0,0.917,0.8732,0.6566,1.0,0.1418,-0.1836,-0.2473,-0.0218,0.2077,0.1155,0.382,2,7.66,2.94,0.0,0.1166,0.1685,4.472,27.61
rice,1.922,815.79,40.88,723.3,27.53,33.77,22.85,75.17,22.96,7.8,331.53,19.95,169.36,1.008,0.6114,0.3448,0.782,0.1238,-0.122,-0.1894,-0.0043,0.3338,0.2361,0.3899,2,5.15,0.0,0.0,0.2516,0.0054,3.318,41.11
soybean,7.208,600.25,13.03,658.68,24.32,30.34,19.17,71.8,9.68,5.95,300.9,5.1,186.9,0.961,0.7024,0.5605,0.7826,0.0872,-0.118,-0.2014,0.031,0.1782,0.1028,0.2283,5,7.37,0.0,0.0,0.2313,0.2514,1.402,32.85
wheat,1.29,848.66,53.04,954.03,40.61,45.52,35.0,83.47,15.59,6.42,170.5,20.27,135.73,0.727,0.3583,0.0982,0.4637,0.0683,-0.455,-0.5943,-0.3122,-0.0751,-0.2258,-0.0193,4,9.04,10.52,0.0,0.5939,0.4156,2.436,98.6
cotton,6.759,791.4,28.35,772.95,20.36,26.39,12.06,78.98,20.23,7.47,320.2,22.64,169.84,0.913,0.8113,0.6289,0.9216,0.0724,0.0643,-0.0801,0.141,0.3217,0.2278,0.3756,5,-0.09,0.0,0.0,0.0622,0.0958,0.896,24.93
soybean,1.543,331.99,54.87,229.33,26.51,34.92,17.2,95.77,20.1,7.72,284.34,37.19,209.12,0.647,0.577,0.4482,0.7192,0.0915,-0.1788,-0.2715,-0.0871,0.2678,0.1945,0.4472,4,3.76,0.0,0.0,0.4951,0.3095,1.584,63.4
wheat,2.78,376.59,41.58,251.22,29.73,34.79,22.63,66.94,9.69,7.87,161.47,12.38,127.34,0.724,0.6484,0.4676,0.7317,0.0926,-0.0961,-0.1536,0.1032,0.2488,0.1156,0.3095,1,8.79,0.0,0.0,0.2244,0.1497,4.179,55.71
rice,3.148,434.04,4.94,408.76,29.39,36.13,24.82,60.06,13.08,6.85,183.44,27.4,241.61,0.538,0.6929,0.5131,0.7732,0.0554,-0.1501,-0.2102,-0.0649,0.1041,-0.0658,0.2508,3,11.88,1.13,0.0,0.1607,0.1411,2.772,29.62
rice,4.428,928.94,61.55,1001.59,21.95,32.28,12.25,47.63,18.86,6.47,139.84,10.29,174.38,0.618,0.6271,0.4625,0.795,0.0752,0.0207,-0.1081,0.1929,0.4275,0.3633,0.6063,4,1.98,0.0,0.0,0.0458,0.2705,3.417,38.52
soybean,1.069,866.03,48.88,736.65,27.9,36.33,20.53,72.92,17.46,7.17,182.21,20.72,295.16,0.757,0.7199,0.4985,0.9063,0.0737,-0.121,-0.2736,0.0286,0.2966,0.1884,0.4448,5,3.26,1.33,0.0,0.1474,0.0683,1.653,27.14
chickpea,7.175,899.38,12.55,682.4,30.88,38.33,23.1,43.86,10.27,7.88,171.47,30.79,116.32,0.567,0.6409,0.4064,0.7294,0.1388,-0.2562,-0.3809,-0.1331,0.2156,0.0859,0.3768,4,9.46,3.33,0.0,0.0679,0.1904,1.148,69.38
rice,5.975,353.96,10.45,319.37,29.82,37.15,23.25,76.31,14.12,7.78,407.25,41.75,156.7,0.693,0.7819,0.6742,0.9603,0.0754,-0.3424,-0.5067,-0.1714,0.1802,0.127,0.351,4,6.16,2.15,0.0,0.0609,0.1498,2.97,28.13
cotton,4.944,726.01,18.64,573.71,29.29,35.53,22.31,56.12,26.7,7.33,183.33,15.49,224.25,0.85,0.6853,0.481,0.8059,0.1361,-0.2271,-0.3536,-0.1693,0.3137,0.2598,0.465,4,-1.36,0.53,0.0,0.0706,0.0831,0.918,32.25
maize,1.31,868.77,10.23,620.74,32.44,36.42,27.8,50.17,14.12,6.57,195.12,24.8,188.65,1.098,0.6164,0.3225,0.7183,0.0827,-0.3105,-0.4075,-0.1571,-0.0649,-0.1313,0.0325,2,-2.31,1.42,0.0,0.1495,0.2486,3.545,52.51
maize,3.835,667.06,46.66,456.46,34.77,40.19,27.9,60.71,15.04,6.99,248.31,19.59,194.12,0.995,0.6594,0.5312,0.7825,0.0702,-0.2665,-0.4266,-0.2148,0.1204,-0.032,0.2941,4,-2.92,5.19,0.0,0.3566,0.2669,3.685,64.75
soybean,6.107,799.58,49.77,536.86,19.8,26.47,15.57,83.44,3.4,7.28,122.27,28.74,159.97,0.453,0.792,0.5463,0.979,0.0693,0.1593,0.0178,0.2098,0.4396,0.3683,0.514,2,5.88,0.0,0.0,0.1142,0.1355,1.669,26.58
chickpea,3.264,860.22,52.8,845.81,26.85,35.03,19.54,64.48,16.45,6.44,256.03,34.53,215.28,0.419,0.7889,0.4942,0.9878,0.054,-0.092,-0.1515,0.0964,0.2123,0.1339,0.3351,4,2.8,0.03,0.0,0.1237,0.1605,1.624,22.32
cotton,8.467,366.41,99.26,267.01,26.07,31.7,17.93,78.21,19.49,7.74,309.13,38.62,192.11,0.561,0.828,0.6739,1.0,0.0835,0.0103,-0.0925,0.1886,0.5177,0.3693,0.6739,2,-0.76,0.0,0.926,0.1774,0.1867,0.566,25.57
cotton,6.227,585.85,21.27,508.46,24.56,31.41,18.48,97.45,18.47,7.9,239.79,43.53,142.67,0.941,0.7665,0.6384,0.8946,0.062,-0.0811,-0.2483,0.1091,0.2854,0.1859,0.3811,5,1.91,0.0,0.0,0.1915,0.3437,0.666,30.17
maize,8.368,1050.7,52.02,1138.35,26.7,34.03,16.7,68.53,14.86,7.28,206.22,26.85,151.81,0.782,0.6658,0.497,0.787,0.0944,-0.0376,-0.1585,0.0838,0.3136,0.2464,0.4152,5,-5.7,0.0,0.0,0.1343,0.1474,4.531,41.75
rice,4.167,1157.91,43.54,776.52,20.17,28.68,13.04,67.41,21.14,7.1,284.46,35.13,203.04,0.789,0.7954,0.5943,0.9228,0.1576,-0.0023,-0.1181,0.151,0.3784,0.305,0.5207,1,16.42,0.0,0.0,0.1188,0.2387,2.759,23.43
maize,7.45,419.97,8.45,392.73,28.76,36.29,20.1,72.33,15.9,8.14,238.27,22.65,164.6,0.641,0.6852,0.5209,0.8448,0.135,-0.2115,-0.351,-0.0599,0.1234,0.0717,0.2817,1,5.82,1.29,0.0,0.2269,0.244,3.979,54.37
maize,5.618,610.53,34.01,552.15,25.71,31.74,19.39,74.77,6.78,7.86,191.78,30.78,148.9,0.406,0.6571,0.3707,0.8119,0.1137,0.001,-0.1577,0.0965,0.1916,0.0615,0.3095,5,4.83,0.0,0.0,0.2024,0.1841,4.505,44.73
maize,6.734,150.0,31.91,145.43,19.46,26.84,9.84,64.69,8.96,6.73,217.19,29.35,138.88,0.693,0.7441,0.5931,0.8927,0.1258,0.0741,-0.1086,0.1902,0.4312,0.272,0.4923,1,-2.76,0.0,0.0,0.0523,0.1067,3.984,20.72
chickpea,7.516,776.83,57.44,595.13,26.44,38.11,18.49,68.22,11.64,6.41,353.78,39.02,192.07,0.397,0.7173,0.484,0.8893,0.0871,-0.0692,-0.128,0.1144,0.3607,0.304,0.5402,2,13.02,3.11,0.0,0.2206,0.1733,1.451,33.58
wheat,3.658,626.86,26.09,621.74,25.25,29.53,17.54,69.45,10.03,6.16,313.26,24.16,130.46,0.674,0.6755,0.4544,0.8554,0.098,-0.1729,-0.2738,0.0123,0.1797,0.041,0.3081,4,3.18,0.0,0.0,0.1439,0.1233,4.814,36.52
rice,8.32,820.38,44.17,938.86,23.24,29.86,12.44,83.69,12.36,6.69,329.14,16.31,104.44,0.812,0.7564,0.5276,0.8515,0.1113,0.0646,-0.0478,0.2557,0.273,0.2186,0.3766,5,1.75,0.0,0.0,0.123,0.2213,3.351,25.64
wheat,6.695,150.0,27.83,170.95,29.19,38.74,26.2,82.5,11.92,8.17,248.34,38.12,224.74,0.797,0.7561,0.4899,0.8667,0.0902,-0.0556,-0.1107,0.0789,0.0889,0.0276,0.1698,4,16.01,3.74,0.0,0.3834,0.2701,3.713,61.25
cotton,3.587,843.36,3.54,974.99,29.29,34.66,23.12,67.85,11.21,5.2,241.79,22.33,103.46,0.769,0.6626,0.5457,0.8439,0.0875,-0.3401,-0.4962,-0.2794,0.2268,0.0945,0.2809,2,5.7,0.0,0.0,0.1784,0.129,1.243,46.54
rice,5.358,564.65,74.27,613.03,30.0,36.3,24.72,58.99,15.27,6.1,159.57,25.93,126.44,0.4,0.611,0.3205,0.7535,0.0707,-0.0009,-0.1294,0.0624,0.2924,0.2358,0.4276,5,-0.77,1.3,0.0,0.2449,0.2193,3.573,55.6
wheat,4.098,636.15,37.13,722.08,28.27,35.69,19.59,81.18,8.06,6.71,224.42,23.02,182.12,0.703,0.7526,0.4672,0.916,0.0532,-0.1231,-0.2617,0.0575,0.2663,0.1158,0.3836,5,1.38,0.69,0.0,0.1888,0.0425,4.803,21.82
wheat,6.819,579.4,29.33,536.67,29.8,35.59,21.89,78.45,19.15,6.01,132.83,28.13,185.98,0.76,0.659,0.4966,0.8262,0.0759,-0.0777,-0.2278,0.012,0.1068,0.0116,0.2074,1,6.7,0.59,0.0,0.176,0.2004,4.569,36.98
wheat,9.502,233.71,45.78,167.43,23.33,30.29,15.41,85.86,17.79,5.93,272.73,19.42,151.73,0.769,0.6794,0.5291,0.85,0.047,0.2016,0.0124,0.2926,0.2681,0.1594,0.422,1,13.39,0.0,0.0,0.1511,0.0896,4.828,36.21
wheat,9.183,584.59,63.43,385.11,27.64,35.4,21.66,98.0,15.79,6.03,203.86,13.2,124.53,0.616,0.732,0.5617,0.8584,0.0977,-0.067,-0.2154,0.0274,0.4218,0.2614,0.593,1,13.02,0.4,0.0,0.5176,0.284,4.401,55.76
cotton,7.979,353.18,23.9,287.69,26.54,31.06,21.74,76.27,24.63,6.55,203.79,28.6,289.39,1.216,0.778,0.675,0.8757,0.0621,-0.1614,-0.2999,-0.0101,0.2137,0.1249,0.3612,3,9.21,0.0,0.0,0.1488,0.1692,1.192,26.53
cotton,5.766,1400.0,31.62,1056.51,22.79,30.15,17.09,46.41,11.52,6.2,248.67,20.64,170.57,0.598,0.6215,0.4898,0.8126,0.0621,-0.0101,-0.1495,0.1801,0.3166,0.1647,0.4759,1,-0.95,0.0,0.0,0.1263,0.0,0.603,32.05
maize,7.475,752.71,3.4,540.41,23.02,32.13,14.46,67.3,15.32,6.6,196.7,25.75,155.45,0.662,0.7911,0.5944,0.9161,0.0919,-0.0103,-0.1075,0.0851,0.2634,0.1903,0.3298,5,0.56,0.0,0.0,0.0952,0.1303,4.616,24.97
cotton,3.671,726.26,9.28,610.51,27.83,31.81,20.38,57.58,14.06,5.5,211.09,37.46,138.58,0.741,0.7567,0.6565,0.845,0.1297,-0.1292,-0.3033,-0.0074,0.1434,0.0651,0.312,2,1.38,0.0,0.0,0.0724,0.1714,0.697,36.08
soybean,4.739,441.46,51.39,303.3,25.78,36.66,18.26,73.05,13.45,7.01,173.28,26.13,137.77,0.992,0.7867,0.555,0.8731,0.0629,0.1219,-0.0126,0.1944,0.3467,0.2923,0.4081,3,11.28,1.66,0.0,0.0937,0.1348,1.671,36.22
chickpea,9.139,273.38,29.79,340.24,26.91,32.98,21.07,59.42,12.36,7.3,330.8,13.55,209.18,0.698,0.6409,0.4153,0.7424,0.1064,-0.2161,-0.3115,-0.1243,0.2294,0.0626,0.344,5,0.38,0.0,0.0,0.0938,0.1524,2.076,36.55
chickpea,2.481,850.46,54.78,684.37,26.39,35.51,21.52,37.5,9.05,7.02,156.95,30.37,254.74,0.841,0.7271,0.5542,0.8998,0.0414,-0.0938,-0.2347,0.0576,0.2725,0.1952,0.4445,1,4.68,0.51,0.0,0.0674,0.0902,1.525,17.07
wheat,3.203,601.63,57.58,453.19,18.14,28.46,10.21,58.91,16.85,7.17,201.67,25.41,226.97,0.752,0.7471,0.6252,0.883,0.1389,0.1806,0.0728,0.2865,0.4177,0.3224,0.5872,4,15.59,0.0,0.0,0.0587,0.1172,4.544,25.44
cotton,9.427,735.68,34.08,865.9,24.03,32.9,18.4,57.72,9.34,6.98,196.22,23.13,212.08,0.847,0.7727,0.598,0.9703,0.1413,0.0515,-0.0435,0.1166,0.3474,0.2851,0.4694,2,4.99,0.0,0.0,0.0436,0.2707,0.4,24.01
wheat,2.813,801.28,31.87,980.5,25.6,36.49,18.76,58.64,15.25,7.98,162.47,13.26,202.56,0.858,0.7432,0.5697,0.8554,0.0587,-0.2145,-0.3822,-0.1239,0.3028,0.1345,0.3648,5,13.55,1.49,0.0,0.1209,0.1471,4.841,46.4
cotton,1.67,820.18,21.08,1005.08,25.72,32.93,18.49,63.41,5.26,5.89,173.79,32.07,195.83,0.693,0.6736,0.5077,0.8255,0.1331,-0.1368,-0.206,-0.0489,0.1632,0.0594,0.3255,5,0.28,0.0,0.0,0.1186,0.2616,0.764,34.55
cotton,8.062,655.52,51.71,515.41,28.56,29.53,21.27,84.28,8.19,6.95,195.14,5.0,155.27,0.771,0.6524,0.4617,0.8408,0.1109,-0.1212,-0.2035,0.0256,0.2083,0.0983,0.2721,4,5.37,0.0,0.0,0.3491,0.0736,0.599,43.96
maize,3.974,646.99,25.99,569.8,31.01,39.5,20.85,71.29,8.57,5.91,162.56,31.6,135.78,0.743,0.6676,0.5231,0.8541,0.0892,-0.1982,-0.3259,-0.0399,0.2167,0.0706,0.3725,4,6.09,4.5,0.0,0.1395,0.2009,3.578,50.73
soybean,7.732,976.79,11.73,1043.75,28.24,33.56,20.75,35.33,13.23,6.9,390.36,24.85,117.7,0.739,0.822,0.5797,0.9471,0.0527,-0.1457,-0.2621,-0.0482,0.2477,0.1974,0.3663,4,-8.16,0.0,0.0,0.0458,0.0781,1.677,22.98
cotton,9.566,350.69,44.38,386.03,31.21,43.5,25.03,61.66,20.63,6.53,162.86,16.8,184.76,1.066,0.7915,0.5546,0.8727,0.0915,-0.1403,-0.2961,-0.0837,0.2527,0.1417,0.4139,3,12.06,8.5,0.0,0.1412,0.1463,0.177,63.48
