crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield
wheat,8.042,917.56,50.28,950.57,32.15,40.22,23.2,58.16,12.47,6.86,130.82,25.45,115.25,0.981,0.8007,0.5839,0.9182,0.1269,-0.0683,-0.1757,0.1092,0.2827,0.1406,0.4448,1,-2.23,5.22,0.0,0.1607,0.1397,4.162
chickpea,3.184,506.57,20.89,385.64,25.36,32.54,18.65,63.4,1.0,7.25,179.05,32.07,215.14,0.523,0.7205,0.5725,0.8075,0.073,-0.1524,-0.2977,0.0225,0.3063,0.178,0.4653,1,5.61,0.0,0.0,0.135,0.0964,1.369
rice,2.525,729.17,22.3,681.33,32.33,38.93,30.47,69.96,16.09,5.93,191.06,11.91,197.54,0.503,0.5923,0.4333,0.7353,0.1166,-0.1423,-0.3341,-0.0392,0.0993,-0.0708,0.1901,3,4.81,3.93,0.0,0.1871,0.2287,2.709
cotton,5.714,408.4,25.84,450.66,37.48,45.0,32.33,72.05,7.07,6.03,176.19,26.46,177.51,0.833,0.4656,0.2756,0.5964,0.1321,-0.4799,-0.5626,-0.3976,0.1207,0.0563,0.2055,3,2.73,10.0,0.0,0.5266,0.3279,0.429
soybean,1.595,625.65,2.08,765.05,37.72,46.07,26.75,74.9,21.26,7.62,120.63,18.03,181.7,0.852,0.4684,0.2545,0.6358,0.1163,-0.4252,-0.509,-0.3024,0.0238,-0.0515,0.0867,5,1.36,11.07,0.0,0.6011,0.3238,1.048
wheat,3.148,659.4,86.84,510.01,33.03,40.79,24.69,83.37,16.11,7.69,167.5,17.28,158.52,0.498,0.6153,0.4852,0.781,0.0748,-0.1971,-0.3492,-0.1374,0.2936,0.2208,0.4333,1,14.73,5.79,0.0,0.6834,0.3496,3.343
cotton,2.079,447.04,43.83,305.09,37.22,45.61,31.43,58.34,22.92,7.28,179.93,25.03,144.35,0.767,0.6857,0.4343,0.8268,0.0464,-0.5112,-0.6082,-0.3841,0.1615,0.0259,0.2992,3,0.5,10.61,0.0,0.1294,0.3213,0.752
soybean,3.54,773.0,53.44,858.55,23.18,28.46,15.94,62.67,9.95,7.17,370.65,35.49,77.89,0.655,0.7643,0.5493,0.9408,0.1016,-0.0744,-0.2673,0.012,0.3739,0.2331,0.5143,3,3.61,0.0,0.0,0.103,0.1939,1.555
soybean,7.772,615.73,21.14,457.89,23.42,31.71,15.3,55.76,8.1,6.2,232.19,18.53,207.47,0.989,0.7779,0.6128,0.9609,0.0531,0.0217,-0.1399,0.1428,0.2494,0.1192,0.3834,5,3.32,0.0,0.0,0.0823,0.1189,1.288
cotton,1.647,683.96,43.42,713.22,28.2,32.8,20.19,55.43,19.58,7.69,288.22,29.67,200.03,0.779,0.7276,0.4983,0.8361,0.1027,-0.1355,-0.2708,-0.0771,0.0833,-0.0333,0.2273,4,10.91,0.0,0.0,0.1037,0.1337,0.761
wheat,6.313,919.39,9.59,731.63,30.32,39.1,19.41,87.25,16.54,6.55,348.9,36.76,122.31,1.314,0.6791,0.4386,0.777,0.1325,-0.2473,-0.4139,-0.0558,-0.0027,-0.1355,0.1379,1,4.45,4.1,0.0,0.2743,0.105,4.014
wheat,6.055,555.91,41.87,677.8,27.26,31.08,19.48,59.06,17.75,7.35,269.85,26.26,217.46,0.807,0.8029,0.6055,0.9517,0.1339,-0.1674,-0.3259,-0.1042,0.2248,0.1262,0.3747,2,9.45,0.0,0.0,0.0969,0.1353,4.832
maize,5.612,837.04,28.73,956.28,28.13,37.43,19.05,57.14,12.63,6.33,262.17,14.61,139.12,0.876,0.6296,0.3855,0.7219,0.0969,-0.0971,-0.2272,0.0513,0.2833,0.1998,0.376,3,10.88,2.43,0.0,0.0807,0.176,3.893
wheat,5.1,967.43,9.88,973.25,31.83,41.05,23.35,66.01,6.99,7.25,313.38,23.92,177.64,0.857,0.7503,0.4691,0.8966,0.0905,-0.3534,-0.4756,-0.1572,0.2243,0.1254,0.3251,3,-0.45,6.05,0.0,0.1196,0.2188,3.632
soybean,6.807,953.95,76.16,682.56,26.73,34.44,21.11,55.72,8.24,7.07,184.21,41.26,292.99,0.506,0.5619,0.344,0.7038,0.1093,-0.0705,-0.2578,0.0575,0.3246,0.1802,0.491,3,3.43,0.0,0.0,0.2327,0.0694,1.569
soybean,8.592,608.61,44.83,611.52,24.99,30.63,16.45,67.71,18.68,7.14,290.65,15.87,111.6,0.15,0.7252,0.501,0.8524,0.064,-0.172,-0.269,-0.0733,0.3299,0.2048,0.4958,2,5.54,0.0,0.0,0.101,0.0652,1.917
soybean,2.039,436.01,117.22,294.45,29.84,36.67,23.14,58.51,17.19,7.57,182.59,17.17,207.19,0.635,0.7869,0.6218,0.9413,0.122,-0.0272,-0.0875,0.0331,0.4916,0.3556,0.6384,2,7.27,1.67,2.722,0.2832,0.2241,1.577
soybean,8.234,493.82,13.79,345.23,29.04,37.91,23.07,77.06,17.27,6.35,177.45,25.42,237.45,1.033,0.6281,0.3793,0.756,0.1038,-0.1227,-0.2476,0.0492,0.1624,-0.008,0.2532,5,1.05,2.91,0.0,0.2695,0.1965,1.437
cotton,1.084,300.93,24.31,321.15,25.57,33.93,17.47,51.12,11.22,5.67,227.78,30.76,166.4,0.62,0.7687,0.6311,0.9405,0.1183,-0.12,-0.1924,0.0613,0.1791,0.0456,0.2626,5,3.15,0.0,0.0,0.0328,0.1753,0.783
wheat,5.08,800.92,45.42,593.2,25.55,31.32,16.31,55.14,6.4,6.18,249.92,20.43,269.96,0.692,0.7318,0.5809,0.8999,0.1078,-0.0496,-0.1012,0.0545,0.3105,0.2347,0.4262,4,-10.0,0.0,0.0,0.1029,0.0083,4.684
soybean,5.359,814.58,3.73,570.46,30.28,36.47,22.35,66.79,10.52,6.97,326.76,34.97,166.98,0.948,0.766,0.5001,0.8874,0.0586,-0.3357,-0.4444,-0.143,0.1304,0.0661,0.1907,3,0.92,1.47,0.0,0.1665,0.3198,1.704
soybean,2.377,675.83,33.99,621.01,24.47,36.54,13.8,66.34,9.17,7.27,217.72,19.0,206.74,0.994,0.6295,0.3649,0.7729,0.1026,0.0336,-0.0311,0.0952,0.3411,0.1742,0.4574,3,5.13,1.54,0.0,0.1598,0.0634,1.449
rice,1.352,347.25,45.9,430.87,21.11,25.54,12.62,76.35,23.68,7.22,300.58,11.96,133.91,0.775,0.6861,0.5403,0.8028,0.0799,0.025,-0.032,0.1322,0.3634,0.1894,0.4951,5,13.76,0.0,0.0,0.2286,0.1907,3.093
chickpea,1.212,569.64,12.05,626.64,21.47,23.98,11.39,90.65,20.77,7.19,295.21,28.41,206.74,0.919,0.7365,0.4516,0.8954,0.1183,0.0649,-0.015,0.237,0.2563,0.0989,0.3865,5,-2.18,0.0,0.0,0.2428,0.2165,1.727
rice,0.854,953.66,29.4,910.57,22.03,24.92,15.54,56.63,10.41,6.55,168.57,23.68,171.83,0.89,0.6634,0.5403,0.7983,0.0338,0.0658,-0.0412,0.1896,0.3016,0.2498,0.4126,5,16.1,0.0,0.0,0.0614,0.1446,2.952
soybean,5.949,784.13,16.16,589.6,22.12,29.07,18.82,67.2,26.67,5.83,267.27,15.78,211.2,0.655,0.6928,0.5016,0.8057,0.0804,0.0645,-0.1036,0.2164,0.3091,0.1772,0.4786,5,2.22,0.0,0.0,0.0481,0.0593,1.454
wheat,1.977,822.27,36.71,652.75,29.37,34.94,24.5,73.89,16.4,7.64,288.91,30.35,175.85,0.985,0.706,0.4816,0.8401,0.0845,-0.1918,-0.2533,-0.0915,0.2205,0.1114,0.3188,1,3.11,0.0,0.0,0.1369,0.261,4.805
rice,8.183,1377.77,42.75,1500.0,26.03,32.68,18.5,68.77,13.19,6.0,289.89,31.29,103.52,0.789,0.8219,0.6543,0.9091,0.1,-0.1666,-0.3582,-0.0846,0.2677,0.0958,0.3593,2,2.41,0.0,0.0,0.1027,0.1301,3.179
wheat,9.04,722.18,28.39,495.83,30.27,39.12,25.5,57.7,11.93,7.61,250.16,21.74,116.71,1.088,0.7177,0.5296,0.8669,0.096,-0.0858,-0.2488,0.091,0.2369,0.143,0.3665,5,11.78,4.12,0.0,0.3205,0.0923,4.505
chickpea,3.278,175.1,49.71,173.1,28.17,38.98,21.02,57.02,19.6,6.71,254.83,28.28,211.09,0.903,0.7634,0.5982,0.9509,0.1216,-0.018,-0.1447,0.1613,0.4298,0.2921,0.5473,5,-1.49,3.98,0.0,0.1809,0.1337,1.354
cotton,2.062,407.76,9.56,486.71,27.32,34.67,19.65,42.62,10.53,5.92,167.86,5.0,150.48,1.2,0.6258,0.3834,0.7379,0.0793,-0.069,-0.1324,0.0469,0.2781,0.1945,0.4213,2,7.67,0.0,0.0,0.0711,0.081,0.822
rice,4.391,717.22,50.89,661.09,28.35,35.65,23.11,61.9,20.85,7.36,193.52,26.54,148.1,0.497,0.8228,0.5946,0.9886,0.1203,-0.135,-0.2709,-0.0494,0.3012,0.1777,0.3967,2,-6.85,0.65,0.0,0.101,0.3261,3.066
chickpea,8.875,654.12,86.68,791.3,30.87,41.43,22.78,56.14,11.5,6.99,374.66,21.51,98.92,0.626,0.6404,0.436,0.7473,0.0927,-0.2086,-0.4058,-0.0116,0.1885,0.0394,0.357,3,8.69,6.43,0.0,0.2755,0.2763,1.168
wheat,4.298,612.16,10.97,668.55,24.31,32.53,16.5,65.49,17.28,6.17,301.88,18.75,73.12,1.15,0.6326,0.4761,0.7405,0.1164,-0.0319,-0.2038,0.1519,0.1564,0.0938,0.2202,1,-3.85,0.0,0.0,0.176,0.2701,4.914
soybean,1.529,616.03,10.46,659.47,29.84,37.88,25.24,45.05,19.39,6.41,263.03,9.94,213.95,0.619,0.7537,0.5834,0.9311,0.1267,-0.2325,-0.3308,-0.1118,-0.0151,-0.073,0.0354,3,3.46,2.88,0.0,0.0372,0.0537,1.561
chickpea,9.854,477.42,70.03,430.36,29.13,38.88,21.99,86.04,9.39,6.27,284.62,26.26,241.86,1.022,0.6548,0.3737,0.8299,0.1418,-0.0941,-0.2116,0.1053,0.3168,0.1473,0.3933,4,3.08,3.88,0.0,0.5352,0.3113,1.491
chickpea,5.247,732.24,33.18,551.64,32.09,38.75,21.26,69.67,16.76,6.41,230.28,25.31,213.06,0.713,0.5947,0.3925,0.7128,0.1504,-0.3018,-0.4161,-0.1882,0.1119,-0.0262,0.1851,5,2.41,3.75,0.0,0.327,0.3154,1.648
wheat,3.753,956.76,46.78,757.91,18.39,22.45,11.44,63.25,21.55,7.27,336.89,42.15,147.58,0.642,0.8129,0.6524,0.962,0.0984,0.1686,0.0931,0.2598,0.2801,0.1987,0.3902,1,5.64,0.0,0.0,0.0697,0.0377,4.585
maize,8.989,1031.11,16.73,767.54,30.24,37.29,25.97,61.42,7.83,7.42,176.2,27.23,220.8,0.75,0.7111,0.4612,0.8604,0.1348,-0.1993,-0.2606,-0.0592,0.1796,0.1277,0.2408,2,7.9,2.29,0.0,0.1059,0.2655,3.762
wheat,9.31,1024.88,20.06,1111.28,29.74,35.0,25.55,55.31,14.38,7.23,262.72,15.63,192.27,0.866,0.5216,0.2332,0.616,0.0656,-0.2708,-0.362,-0.1201,0.1922,0.0586,0.3228,5,5.35,0.0,0.0,0.1605,0.0083,4.588
maize,5.22,439.69,60.87,441.35,24.3,30.52,15.4,65.29,23.34,6.24,185.7,18.11,164.37,0.408,0.6534,0.3692,0.7966,0.0654,-0.0157,-0.2103,0.1016,0.4549,0.3572,0.6243,5,7.64,0.0,0.0,0.1397,0.1175,4.4
cotton,3.414,645.56,22.48,650.16,25.15,30.82,19.11,63.3,16.75,6.0,215.75,31.37,142.8,0.685,0.6609,0.4833,0.8347,0.1013,-0.1219,-0.2131,0.027,0.279,0.1998,0.3644,3,4.07,0.0,0.0,0.2243,0.2701,1.124
cotton,5.085,580.96,18.33,490.88,24.18,31.19,15.99,65.9,14.23,6.84,176.94,37.72,171.6,0.995,0.5903,0.4133,0.7345,0.1133,-0.0716,-0.2044,0.1119,0.2944,0.2044,0.4027,4,-6.58,0.0,0.0,0.0503,0.1711,0.83
maize,2.583,780.23,5.28,620.72,25.87,33.29,20.08,76.32,19.37,6.57,371.9,21.7,104.12,1.152,0.7067,0.5168,0.8223,0.0727,-0.1253,-0.1999,-0.0589,0.3246,0.2074,0.4065,4,4.28,0.0,0.0,0.2141,0.0,4.1
cotton,5.043,631.81,19.83,700.58,30.76,34.92,24.7,75.1,24.44,5.85,354.93,26.26,166.55,0.536,0.648,0.4496,0.7864,0.1101,-0.1309,-0.1904,0.0486,0.188,0.1084,0.2588,2,-2.72,0.0,0.0,0.2953,0.12,0.24
maize,2.68,600.36,10.58,474.24,25.15,34.96,17.06,64.24,18.23,6.8,306.73,19.34,229.28,0.664,0.7518,0.6419,0.9454,0.1278,-0.0143,-0.204,0.1058,0.2741,0.1898,0.3508,4,-3.73,0.0,0.0,0.113,0.1605,4.414
cotton,6.411,970.01,12.57,694.71,34.6,43.35,26.51,72.41,24.15,5.88,374.95,28.19,251.92,0.457,0.6963,0.5561,0.798,0.0807,-0.4509,-0.609,-0.3118,0.1967,0.0472,0.2925,1,5.05,8.35,0.0,0.3015,0.2392,0.612
wheat,7.719,671.64,15.33,628.79,22.87,27.71,14.75,90.66,13.97,7.19,218.41,24.43,181.19,1.036,0.748,0.4557,0.932,0.1134,0.0039,-0.1776,0.1689,0.2493,0.1309,0.3213,2,14.21,0.0,0.0,0.193,0.0631,4.681
rice,9.71,677.32,52.95,733.28,18.85,26.44,11.78,72.67,21.32,6.18,144.9,23.3,186.0,0.522,0.7172,0.4304,0.9085,0.0593,0.1136,0.0029,0.3045,0.5056,0.3804,0.6614,4,8.24,0.0,0.0,0.1255,0.1165,2.934
rice,8.504,740.91,4.92,489.21,22.74,34.55,12.85,72.76,9.96,6.12,226.5,6.24,272.86,1.039,0.7229,0.4673,0.874,0.1248,0.0609,-0.0282,0.1843,0.3991,0.2726,0.4937,3,-6.09,0.0,0.0,0.0893,0.1537,3.212
maize,1.318,798.76,30.58,643.4,26.64,33.99,18.58,77.97,25.33,5.98,175.45,28.4,206.27,0.383,0.6029,0.3405,0.6951,0.0923,-0.0318,-0.0893,0.1031,0.2564,0.1732,0.395,4,-2.38,0.0,0.0,0.241,0.0267,4.442
soybean,2.509,800.03,20.71,840.61,28.57,35.62,23.28,69.04,15.04,6.58,206.39,18.21,199.78,1.124,0.8145,0.5488,0.9984,0.1072,-0.2185,-0.3804,-0.0676,0.2699,0.188,0.331,5,-4.24,0.62,0.0,0.1205,0.04,1.321
wheat,5.551,991.47,35.06,887.59,29.08,33.25,22.66,77.14,15.14,6.71,201.14,30.52,219.57,0.655,0.7165,0.5032,0.8591,0.0573,-0.2721,-0.4415,-0.2098,0.2288,0.0617,0.3851,3,10.6,0.0,0.0,0.2429,0.1211,4.316
chickpea,2.947,367.16,38.93,239.24,22.27,27.73,15.06,64.48,22.81,6.74,329.58,25.29,172.64,0.897,0.8004,0.6993,0.8864,0.0989,0.1042,-0.0516,0.2543,0.3532,0.2034,0.4506,2,1.58,0.0,0.0,0.1096,0.0529,1.002
soybean,0.636,721.38,15.17,773.76,27.04,34.32,22.54,65.18,15.08,6.28,226.32,39.69,290.07,0.68,0.7284,0.4988,0.8712,0.1055,-0.0791,-0.1298,0.0826,0.1511,0.0119,0.2525,4,-3.45,0.0,0.0,0.1639,0.2184,1.371
maize,7.671,627.48,54.57,485.25,25.78,34.02,19.66,72.35,13.27,7.45,180.44,26.17,205.46,0.459,0.6857,0.4115,0.7973,0.0718,0.0326,-0.0633,0.0859,0.1935,0.0511,0.2527,1,4.64,0.0,0.0,0.134,0.0822,3.998
maize,3.899,583.81,89.38,475.23,33.35,39.24,23.63,89.84,11.03,7.38,236.8,15.69,267.36,0.844,0.712,0.5634,0.8405,0.1173,-0.1806,-0.322,-0.026,0.3212,0.2356,0.4677,3,6.05,4.24,0.0,0.6188,0.3751,3.657
rice,1.128,816.71,9.92,774.05,25.22,32.46,20.27,69.06,16.72,6.58,329.77,27.46,164.22,0.405,0.9226,0.7988,1.0,0.0617,-0.0377,-0.1525,0.0407,0.2477,0.1892,0.3275,2,4.53,0.0,0.0,0.0976,0.0393,3.415
soybean,5.334,935.24,44.19,1119.08,29.42,39.6,23.32,64.98,12.95,6.8,210.89,29.99,227.02,0.553,0.7954,0.5877,0.9663,0.1134,-0.2878,-0.4385,-0.1218,0.2275,0.0795,0.3411,2,-0.72,4.6,0.0,0.1278,0.2995,1.509
soybean,9.783,519.81,25.68,473.22,28.34,35.65,22.11,86.34,12.66,6.38,239.93,25.78,264.94,1.099,0.7264,0.5235,0.9149,0.0638,-0.1955,-0.301,-0.0496,0.1382,0.0238,0.2989,5,5.0,0.65,0.0,0.2539,0.1414,1.565
wheat,6.946,1021.13,28.84,706.66,33.68,42.97,26.14,65.05,20.41,7.05,318.84,21.45,188.02,0.855,0.706,0.5828,0.8715,0.0454,-0.2252,-0.4049,-0.1586,0.1623,0.0912,0.2854,2,-1.76,7.97,0.0,0.1376,0.2806,3.253
soybean,2.008,335.04,55.61,306.63,29.74,36.48,21.61,52.44,19.18,6.85,187.84,28.97,142.53,0.567,0.7028,0.5777,0.8347,0.02,-0.1042,-0.2448,0.0818,0.3932,0.2505,0.5676,1,12.07,1.48,0.0,0.2101,0.1201,1.335
soybean,5.386,779.86,43.95,678.23,22.71,31.88,16.33,60.88,8.11,6.86,291.02,29.42,191.95,0.536,0.8682,0.7607,0.949,0.155,-0.0844,-0.2055,0.0943,0.4434,0.324,0.5506,1,8.22,0.0,0.0,0.0405,0.1169,2.034
soybean,9.066,454.05,22.21,326.88,36.73,44.79,27.94,57.23,8.0,7.35,250.49,28.31,239.27,1.117,0.7135,0.4174,0.8337,0.1412,-0.3087,-0.4006,-0.1972,0.0648,-0.0337,0.2415,2,13.36,9.79,0.0,0.2155,0.304,0.855
wheat,1.015,508.81,60.27,377.59,28.44,33.84,23.42,58.32,2.53,7.12,271.7,27.98,253.4,0.885,0.6628,0.3722,0.8226,0.0928,-0.0926,-0.255,-0.0152,0.3693,0.2178,0.4845,2,0.02,0.0,0.0,0.1249,0.1502,5.126
chickpea,6.56,663.22,26.25,669.67,33.9,38.84,28.69,81.0,5.57,6.13,263.23,32.76,125.48,0.854,0.6466,0.381,0.7626,0.0655,-0.3023,-0.4195,-0.2044,0.0546,-0.0083,0.1716,5,11.88,3.84,0.0,0.2319,0.1806,0.603
maize,7.352,562.26,15.32,696.38,29.15,38.78,18.39,50.13,26.46,6.68,259.59,36.04,86.87,1.004,0.8057,0.547,0.9307,0.0623,-0.1835,-0.3353,0.0105,0.0223,-0.097,0.1086,2,6.63,3.78,0.0,0.0935,0.0317,4.153
soybean,7.188,150.0,31.98,177.12,27.77,36.02,20.18,71.12,12.68,7.22,189.59,23.74,113.65,0.651,0.7328,0.5574,0.8333,0.0852,-0.1586,-0.2365,0.0144,0.0937,0.0072,0.2317,3,5.71,1.02,0.0,0.2216,0.1469,1.207
maize,1.927,784.52,65.48,901.04,28.43,33.47,20.67,58.71,18.24,5.83,256.54,32.46,275.82,0.985,0.7504,0.491,0.8525,0.0994,-0.2319,-0.3444,-0.1214,0.2444,0.1033,0.3938,4,10.0,0.0,0.0,0.1451,0.1614,4.523
soybean,9.119,821.55,7.35,654.25,19.29,26.22,14.59,63.71,14.35,8.04,345.45,8.51,193.56,0.699,0.7929,0.6214,0.8738,0.0446,0.072,-0.054,0.1312,0.3876,0.278,0.5251,5,16.33,0.0,0.0,0.0519,0.2317,1.223
rice,3.562,614.57,41.59,614.57,22.71,30.91,14.81,59.03,19.35,6.87,237.66,25.14,214.15,0.715,0.7828,0.5841,0.9206,0.0388,0.019,-0.0363,0.124,0.3416,0.2355,0.4815,1,5.48,0.0,0.0,0.0719,0.2107,3.058
soybean,0.992,597.28,4.08,439.57,29.14,32.17,24.66,50.86,19.59,7.13,268.68,44.51,294.68,0.833,0.6402,0.4153,0.7227,0.0842,-0.2737,-0.3333,-0.1306,0.1065,-0.0715,0.1793,4,3.16,0.0,0.0,0.2382,0.0,1.782
soybean,1.291,567.96,46.68,516.27,35.29,42.75,28.8,71.13,3.18,6.58,249.31,37.28,185.75,0.15,0.6012,0.4957,0.7548,0.098,-0.317,-0.3903,-0.1545,0.1574,0.0913,0.2493,2,-0.87,7.75,0.0,0.1929,0.2516,1.253
soybean,4.847,273.48,37.09,298.31,23.12,31.51,17.93,74.55,13.89,6.89,172.35,23.72,255.39,0.833,0.6087,0.434,0.6998,0.1138,0.043,-0.146,0.1683,0.2301,0.1071,0.3848,1,8.54,0.0,0.0,0.172,0.1056,1.388
rice,0.88,250.2,74.58,195.21,30.42,37.54,24.04,62.26,14.75,6.84,350.88,37.63,343.33,1.292,0.9143,0.6682,1.0,0.1127,-0.083,-0.187,0.0282,0.4612,0.3682,0.5508,5,15.49,2.54,0.0,0.1795,0.0708,2.795
rice,7.906,826.8,8.68,963.19,32.07,40.6,25.97,66.65,17.38,6.65,143.69,15.83,117.69,1.26,0.6839,0.5736,0.8528,0.02,-0.2483,-0.4474,-0.1465,0.0648,-0.0478,0.2371,2,10.17,5.6,0.0,0.2281,0.2384,2.375
rice,8.725,884.23,34.07,964.92,30.18,35.17,21.8,75.65,10.98,7.13,297.91,16.01,128.42,1.918,0.6592,0.48,0.8484,0.107,-0.1819,-0.3057,-0.0517,0.1425,0.054,0.214,4,-1.61,0.17,0.0,0.3349,0.1232,3.845
maize,0.627,781.3,14.83,820.08,25.17,35.94,18.88,59.25,16.15,6.68,313.1,23.6,157.7,0.845,0.8001,0.6105,0.981,0.0472,-0.1682,-0.2553,-0.0532,0.2218,0.0919,0.3578,3,2.19,0.94,0.0,0.1115,0.1972,4.801
cotton,8.195,733.44,21.35,866.21,28.75,29.84,22.35,52.57,11.29,6.43,274.55,9.12,175.38,1.017,0.6479,0.4644,0.8043,0.0959,-0.2137,-0.3135,-0.0514,-0.0287,-0.0931,0.1453,3,5.66,0.0,0.0,0.042,0.063,0.679
cotton,9.821,822.2,83.07,669.49,19.11,22.98,12.17,98.0,8.46,6.2,283.39,38.63,150.74,0.542,0.6818,0.3973,0.8764,0.0563,0.3066,0.1108,0.4395,0.4758,0.3014,0.5712,4,2.92,0.0,0.0,0.3436,0.078,1.076
maize,0.788,807.54,35.48,982.31,36.66,45.25,26.77,57.63,12.13,7.77,165.9,28.24,232.46,0.729,0.6049,0.3217,0.7581,0.1156,-0.3592,-0.428,-0.2713,0.0214,-0.0447,0.1997,3,0.04,10.25,0.0,0.21,0.2962,2.835
maize,7.387,477.27,41.41,422.56,37.92,45.28,27.28,86.51,8.17,5.66,191.1,12.64,213.15,0.505,0.5596,0.3266,0.7482,0.0725,-0.4076,-0.5258,-0.3539,0.1109,-0.0166,0.1973,1,5.4,10.28,0.0,0.5774,0.3638,2.18
rice,9.991,698.94,20.69,622.15,28.41,31.95,23.12,93.24,19.95,5.88,395.75,37.63,106.73,0.91,0.7237,0.501,0.8372,0.0807,-0.0423,-0.1962,0.0144,0.1691,0.0806,0.3004,1,4.16,0.0,0.0,0.3505,0.1102,3.734
wheat,8.073,584.86,27.84,668.54,26.9,36.25,21.22,98.0,13.74,6.56,259.42,27.11,184.91,0.557,0.7736,0.5133,0.8704,0.1233,-0.1423,-0.2032,-0.0174,0.2235,0.0605,0.3473,4,2.35,1.25,0.0,0.2672,0.1194,4.84
rice,5.301,587.77,56.55,684.81,28.98,33.71,21.66,64.83,8.77,6.07,306.07,36.53,106.06,1.325,0.7749,0.5098,0.9253,0.0775,-0.1865,-0.3471,-0.0217,0.1198,-0.0218,0.2513,1,4.46,0.0,0.0,0.0956,0.0,3.293
soybean,8.906,900.85,74.4,972.75,34.7,42.94,26.76,69.75,13.78,6.63,356.04,24.08,223.06,1.146,0.773,0.5678,0.8609,0.0792,-0.2409,-0.3061,-0.1747,0.3348,0.2597,0.4716,3,5.07,7.94,0.0,0.3101,0.3066,0.944
chickpea,7.225,996.43,28.16,882.13,28.25,29.87,17.74,61.35,14.32,6.22,117.81,18.0,218.95,0.507,0.7522,0.5768,0.9353,0.0528,-0.133,-0.2094,0.0344,0.1932,0.1176,0.247,1,13.6,0.0,0.0,0.1239,0.1191,1.153
rice,3.278,150.0,65.08,177.69,24.28,28.16,18.08,54.75,7.74,7.06,157.98,9.34,63.56,1.039,0.5747,0.3941,0.6745,0.0423,-0.0605,-0.1194,0.0633,0.3676,0.2975,0.4248,1,10.32,0.0,0.0,0.161,0.1801,3.028
cotton,2.631,593.88,27.54,665.62,30.13,38.99,22.19,73.71,18.9,6.37,310.15,5.71,70.01,0.981,0.673,0.5363,0.7961,0.1415,-0.2682,-0.3644,-0.1216,0.3034,0.2099,0.4199,5,2.49,3.99,0.0,0.2368,0.1869,0.725
chickpea,5.369,582.36,15.77,531.6,28.61,39.51,21.2,80.61,13.28,7.22,97.29,21.03,178.22,0.987,0.6375,0.386,0.808,0.0863,-0.2711,-0.3785,-0.1929,0.3876,0.2988,0.5644,5,3.02,4.51,0.0,0.3302,0.2262,1.558
rice,4.043,905.52,32.82,797.77,28.28,35.64,22.09,77.35,16.77,6.25,260.03,24.42,108.15,0.86,0.5586,0.3808,0.6976,0.0791,-0.1151,-0.2969,0.0774,0.2364,0.0989,0.3807,4,16.78,0.64,0.0,0.2482,0.2813,2.966
chickpea,3.63,330.92,14.4,317.4,29.35,36.6,22.63,75.34,11.95,7.73,287.57,19.94,157.62,1.11,0.6325,0.3376,0.7436,0.1338,-0.2457,-0.3055,-0.187,0.1977,0.0763,0.3619,4,-2.77,1.6,0.0,0.1903,0.2503,1.032
rice,2.19,150.0,34.6,176.9,24.36,28.38,18.0,73.21,8.96,6.87,168.96,32.19,166.21,1.019,0.7209,0.5538,0.8873,0.1053,-0.0352,-0.1536,0.0431,0.2949,0.2122,0.4414,4,-3.17,0.0,0.0,0.104,0.122,3.2
soybean,8.53,830.61,9.92,952.8,24.14,29.74,19.75,76.66,7.7,6.66,224.81,25.35,172.46,0.546,0.841,0.6119,0.9257,0.0858,-0.0995,-0.2128,0.0289,0.2075,0.1337,0.2898,3,-3.73,0.0,0.0,0.0963,0.0847,1.617
soybean,7.198,861.85,45.07,582.43,18.89,23.94,7.12,81.14,18.92,8.2,238.13,32.81,194.15,0.15,0.7423,0.6262,0.9154,0.0898,0.1896,0.1326,0.3329,0.4339,0.3034,0.6033,3,-2.77,0.0,0.0,0.1878,0.0655,1.572
soybean,3.648,257.52,10.56,273.31,26.02,31.52,16.19,80.42,19.4,7.11,237.63,19.31,137.27,0.575,0.6432,0.4855,0.8278,0.0447,-0.2044,-0.33,-0.1081,0.2039,0.0779,0.3702,2,4.16,0.0,0.0,0.2039,0.1755,1.647
chickpea,2.758,622.63,15.86,590.23,25.51,29.46,15.32,59.14,10.07,7.0,225.83,15.63,103.38,0.566,0.7672,0.6314,0.8634,0.0939,-0.0686,-0.2618,0.0117,0.1966,0.0747,0.2576,3,9.47,0.0,0.0,0.0716,0.0653,1.624
rice,1.717,986.64,18.09,725.77,25.06,33.56,19.11,58.49,9.75,7.61,198.2,18.24,129.21,0.506,0.6734,0.5319,0.7976,0.081,-0.1454,-0.2186,0.0484,0.147,0.063,0.2374,1,5.26,0.0,0.0,0.093,0.1267,2.788
wheat,1.569,412.83,11.6,270.65,31.58,37.61,26.26,60.81,5.41,7.02,274.26,24.55,145.41,0.696,0.6384,0.4433,0.7935,0.0822,-0.4875,-0.6375,-0.4039,0.186,0.1249,0.2791,5,-10.0,2.61,0.0,0.0896,0.2465,3.763
